instance,divisor,cost
30/prob30b/c/density_0.75.json,6,20697
30/prob30b/c/density_0.75.json,8,20367
30/prob30b/c/density_0.75.json,10,20093
30/prob30b/c/density_0.json,2,10337
30/prob30b/c/density_0.json,4,12794
30/prob30b/c/density_0.json,6,13452
30/prob30b/c/density_0.json,8,15488
30/prob30b/c/density_0.json,10,16621
30/prob30b/d/density_0.1.json,2,14796
30/prob30b/d/density_0.1.json,4,14338
30/prob30b/d/density_0.1.json,6,15624
30/prob30b/d/density_0.1.json,8,13999
30/prob30b/d/density_0.1.json,10,17592
30/prob30b/d/density_0.5.json,2,19779
30/prob30b/d/density_0.5.json,4,19779
30/prob30b/d/density_0.5.json,6,18757
30/prob30b/d/density_0.5.json,8,19521
30/prob30b/d/density_0.5.json,10,18380
30/prob30b/d/density_0.25.json,2,17516
30/prob30b/d/density_0.25.json,4,15702
30/prob30b/d/density_0.25.json,6,16724
30/prob30b/d/density_0.25.json,8,16588
30/prob30b/d/density_0.25.json,10,18054
30/prob30b/d/density_0.75.json,2,21065
30/prob30b/d/density_0.75.json,4,18605
30/prob30b/d/density_0.75.json,6,18280
30/prob30b/d/density_0.75.json,8,20470
30/prob30b/d/density_0.75.json,10,19341
30/prob30b/d/density_0.json,2,10337
30/prob30b/d/density_0.json,4,12794
30/prob30b/d/density_0.json,6,13452
30/prob30b/d/density_0.json,8,15488
30/prob30b/d/density_0.json,10,16621
30/prob30b/e/density_0.1.json,2,13998
30/prob30b/e/density_0.1.json,4,15514
30/prob30b/e/density_0.1.json,6,15420
30/prob30b/e/density_0.1.json,8,15325
30/prob30b/e/density_0.1.json,10,15795
30/prob30b/e/density_0.5.json,2,19912
30/prob30b/e/density_0.5.json,4,18846
30/prob30b/e/density_0.5.json,6,19444
30/prob30b/e/density_0.5.json,8,19833
30/prob30b/e/density_0.5.json,10,18043
30/prob30b/e/density_0.25.json,2,16750
30/prob30b/e/density_0.25.json,4,17000
30/prob30b/e/density_0.25.json,6,15981
30/prob30b/e/density_0.25.json,8,16158
30/prob30b/e/density_0.25.json,10,17405
30/prob30b/e/density_0.75.json,2,20255
30/prob30b/e/density_0.75.json,4,20255
30/prob30b/e/density_0.75.json,6,21269
30/prob30b/e/density_0.75.json,8,21285
30/prob30b/e/density_0.75.json,10,21285
30/prob30b/e/density_0.json,2,10337
30/prob30b/e/density_0.json,4,12794
30/prob30b/e/density_0.json,6,13452
30/prob30b/e/density_0.json,8,15488
30/prob30b/e/density_0.json,10,16621
30/prob30c/a/density_0.1.json,2,15434
30/prob30c/a/density_0.1.json,4,15056
30/prob30c/a/density_0.1.json,6,14267
30/prob30c/a/density_0.1.json,8,14146
30/prob30c/a/density_0.1.json,10,14219
30/prob30c/a/density_0.5.json,2,17346
30/prob30c/a/density_0.5.json,4,18262
30/prob30c/a/density_0.5.json,6,21669
30/prob30c/a/density_0.5.json,8,18935
30/prob30c/a/density_0.5.json,10,18740
30/prob30c/a/density_0.25.json,2,17118
30/prob30c/a/density_0.25.json,4,15685
30/prob30c/a/density_0.25.json,6,16398
30/prob30c/a/density_0.25.json,8,17408
30/prob30c/a/density_0.25.json,10,17224
30/prob30c/a/density_0.75.json,2,20257
30/prob30c/a/density_0.75.json,4,19924
30/prob30c/a/density_0.75.json,6,20734
30/prob30c/a/density_0.75.json,8,20017
30/prob30c/a/density_0.75.json,10,20510
30/prob30c/a/density_0.json,2,10409
30/prob30c/a/density_0.json,4,10797
30/prob30c/a/density_0.json,6,11922
30/prob30c/a/density_0.json,8,14094
30/prob30c/a/density_0.json,10,15903
30/prob30c/b/density_0.1.json,2,14622
30/prob30c/b/density_0.1.json,4,14784
30/prob30c/b/density_0.1.json,6,14932
30/prob30c/b/density_0.1.json,8,15389
30/prob30c/b/density_0.1.json,10,16266
30/prob30c/b/density_0.5.json,2,17827
30/prob30c/b/density_0.5.json,4,17922
30/prob30c/b/density_0.5.json,6,18437
30/prob30c/b/density_0.5.json,8,17689
30/prob30c/b/density_0.5.json,10,17783
30/prob30c/b/density_0.25.json,2,17472
30/prob30c/b/density_0.25.json,4,16831
30/prob30c/b/density_0.25.json,6,17492
30/prob30c/b/density_0.25.json,8,16749
30/prob30c/b/density_0.25.json,10,15453
30/prob30c/b/density_0.75.json,2,19767
30/prob30c/b/density_0.75.json,4,20264
30/prob30c/b/density_0.75.json,6,19667
30/prob30c/b/density_0.75.json,8,20120
30/prob30c/b/density_0.75.json,10,19578
30/prob30c/b/density_0.json,2,10409
30/prob30c/b/density_0.json,4,10797
30/prob30c/b/density_0.json,6,11922
30/prob30c/b/density_0.json,8,14094
30/prob30c/b/density_0.json,10,15903
30/prob30c/c/density_0.1.json,2,15209
30/prob30c/c/density_0.1.json,4,15877
30/prob30c/c/density_0.1.json,6,17142
30/prob30c/c/density_0.1.json,8,18231
30/prob30c/c/density_0.1.json,10,18700
30/prob30c/c/density_0.5.json,2,20939
30/prob30c/c/density_0.5.json,4,19603
30/prob30c/c/density_0.5.json,6,18353
30/prob30c/c/density_0.5.json,8,17975
30/prob30c/c/density_0.5.json,10,19055
30/prob30c/c/density_0.25.json,2,17453
30/prob30c/c/density_0.25.json,4,18389
30/prob30c/c/density_0.25.json,6,17469
30/prob30c/c/density_0.25.json,8,17709
30/prob30c/c/density_0.25.json,10,16742
30/prob30c/c/density_0.75.json,2,19931
30/prob30c/c/density_0.75.json,4,20052
30/prob30c/c/density_0.75.json,6,20575
30/prob30c/c/density_0.75.json,8,20534
30/prob30c/c/density_0.75.json,10,20011
30/prob30c/c/density_0.json,2,10409
30/prob30c/c/density_0.json,4,10797
30/prob30c/c/density_0.json,6,11922
30/prob30c/c/density_0.json,8,14094
30/prob30c/c/density_0.json,10,15903
30/prob30c/d/density_0.1.json,2,14164
30/prob30c/d/density_0.1.json,4,16417
30/prob30c/d/density_0.1.json,6,16621
30/prob30c/d/density_0.1.json,8,16923
30/prob30c/d/density_0.1.json,10,17083
30/prob30c/d/density_0.5.json,2,20065
30/prob30c/d/density_0.5.json,4,18325
30/prob30c/d/density_0.5.json,6,17768
30/prob30c/d/density_0.5.json,8,17976
30/prob30c/d/density_0.5.json,10,17358
30/prob30c/d/density_0.25.json,2,16157
30/prob30c/d/density_0.25.json,4,16980
30/prob30c/d/density_0.25.json,6,16415
30/prob30c/d/density_0.25.json,8,16762
30/prob30c/d/density_0.25.json,10,15517
30/prob30c/d/density_0.75.json,2,21713
30/prob30c/d/density_0.75.json,4,21713
30/prob30c/d/density_0.75.json,6,21475
30/prob30c/d/density_0.75.json,8,19731
30/prob30c/d/density_0.75.json,10,20586
30/prob30c/d/density_0.json,2,10409
30/prob30c/d/density_0.json,4,10797
30/prob30c/d/density_0.json,6,11922
30/prob30c/d/density_0.json,8,14094
30/prob30c/d/density_0.json,10,15903
30/prob30c/e/density_0.1.json,2,14803
30/prob30c/e/density_0.1.json,4,16921
30/prob30c/e/density_0.1.json,6,18335
30/prob30c/e/density_0.1.json,8,18321
30/prob30c/e/density_0.1.json,10,16964
30/prob30c/e/density_0.5.json,2,21035
30/prob30c/e/density_0.5.json,4,19853
30/prob30c/e/density_0.5.json,6,20371
30/prob30c/e/density_0.5.json,8,20580
30/prob30c/e/density_0.5.json,10,18710
30/prob30c/e/density_0.25.json,2,19131
30/prob30c/e/density_0.25.json,4,17315
30/prob30c/e/density_0.25.json,6,17826
30/prob30c/e/density_0.25.json,8,17524
30/prob30c/e/density_0.25.json,10,19014
30/prob30c/e/density_0.75.json,2,19575
30/prob30c/e/density_0.75.json,4,19575
30/prob30c/e/density_0.75.json,6,20186
30/prob30c/e/density_0.75.json,8,21057
30/prob30c/e/density_0.75.json,10,19274
30/prob30c/e/density_0.json,2,10409
30/prob30c/e/density_0.json,4,10797
30/prob30c/e/density_0.json,6,11922
30/prob30c/e/density_0.json,8,14094
30/prob30c/e/density_0.json,10,15903
30/prob30d/a/density_0.1.json,2,15810
30/prob30d/a/density_0.1.json,4,17474
30/prob30d/a/density_0.1.json,6,18544
30/prob30d/a/density_0.1.json,8,16435
30/prob30d/a/density_0.1.json,10,18110
30/prob30d/a/density_0.5.json,2,21611
30/prob30d/a/density_0.5.json,4,22063
30/prob30d/a/density_0.5.json,6,21812
30/prob30d/a/density_0.5.json,8,20847
30/prob30d/a/density_0.5.json,10,21791
30/prob30d/a/density_0.25.json,2,18901
30/prob30d/a/density_0.25.json,4,18513
30/prob30d/a/density_0.25.json,6,18492
30/prob30d/a/density_0.25.json,8,18927
30/prob30d/a/density_0.25.json,10,16746
30/prob30d/a/density_0.75.json,2,22184
30/prob30d/a/density_0.75.json,4,22184
30/prob30d/a/density_0.75.json,6,22184
30/prob30d/a/density_0.75.json,8,21683
30/prob30d/a/density_0.75.json,10,21791
30/prob30d/a/density_0.json,2,9470
30/prob30d/a/density_0.json,4,12081
30/prob30d/a/density_0.json,6,14472
30/prob30d/a/density_0.json,8,16843
30/prob30d/a/density_0.json,10,16373
30/prob30d/b/density_0.1.json,2,13296
30/prob30d/b/density_0.1.json,4,13949
30/prob30d/b/density_0.1.json,6,14789
30/prob30d/b/density_0.1.json,8,13581
30/prob30d/b/density_0.1.json,10,14564
30/prob30d/b/density_0.5.json,2,21656
30/prob30d/b/density_0.5.json,4,22194
30/prob30d/b/density_0.5.json,6,20070
30/prob30d/b/density_0.5.json,8,18813
30/prob30d/b/density_0.5.json,10,19237
30/prob30d/b/density_0.25.json,2,19678
30/prob30d/b/density_0.25.json,4,18223
30/prob30d/b/density_0.25.json,6,18857
30/prob30d/b/density_0.25.json,8,18690
30/prob30d/b/density_0.25.json,10,19670
30/prob30d/b/density_0.75.json,2,22755
30/prob30d/b/density_0.75.json,4,22713
30/prob30d/b/density_0.75.json,6,22300
30/prob30d/b/density_0.75.json,8,22680
30/prob30d/b/density_0.75.json,10,22755
30/prob30d/b/density_0.json,2,9470
30/prob30d/b/density_0.json,4,12081
30/prob30d/b/density_0.json,6,14472
30/prob30d/b/density_0.json,8,16843
30/prob30d/b/density_0.json,10,16373
30/prob30d/c/density_0.1.json,2,14532
30/prob30d/c/density_0.1.json,4,13924
30/prob30d/c/density_0.1.json,6,14050
30/prob30d/c/density_0.1.json,8,14042
30/prob30d/c/density_0.1.json,10,16305
30/prob30d/c/density_0.5.json,2,20724
30/prob30d/c/density_0.5.json,4,20316
30/prob30d/c/density_0.5.json,6,19931
30/prob30d/c/density_0.5.json,8,21209
30/prob30d/c/density_0.5.json,10,19982
30/prob30d/c/density_0.25.json,2,18604
30/prob30d/c/density_0.25.json,4,18719
30/prob30d/c/density_0.25.json,6,18203
30/prob30d/c/density_0.25.json,8,18550
30/prob30d/c/density_0.25.json,10,17746
30/prob30d/c/density_0.75.json,2,21344
30/prob30d/c/density_0.75.json,4,21344
30/prob30d/c/density_0.75.json,6,20913
30/prob30d/c/density_0.75.json,8,20918
30/prob30d/c/density_0.75.json,10,20285
30/prob30d/c/density_0.json,2,9470
30/prob30d/c/density_0.json,4,12081
30/prob30d/c/density_0.json,6,14472
30/prob30d/c/density_0.json,8,16843
30/prob30d/c/density_0.json,10,16373
30/prob30d/d/density_0.1.json,2,15080
30/prob30d/d/density_0.1.json,4,14656
30/prob30d/d/density_0.1.json,6,14761
30/prob30d/d/density_0.1.json,8,16853
30/prob30d/d/density_0.1.json,10,17499
30/prob30d/d/density_0.5.json,2,20847
30/prob30d/d/density_0.5.json,4,20847
30/prob30d/d/density_0.5.json,6,20578
30/prob30d/d/density_0.5.json,8,20783
30/prob30d/d/density_0.5.json,10,21795
30/prob30d/d/density_0.25.json,2,17705
30/prob30d/d/density_0.25.json,4,17415
30/prob30d/d/density_0.25.json,6,16918
30/prob30d/d/density_0.25.json,8,18087
30/prob30d/d/density_0.25.json,10,15389
30/prob30d/d/density_0.75.json,2,20893
30/prob30d/d/density_0.75.json,4,20745
30/prob30d/d/density_0.75.json,6,21048
30/prob30d/d/density_0.75.json,8,21048
30/prob30d/d/density_0.75.json,10,21264
30/prob30d/d/density_0.json,2,9470
30/prob30d/d/density_0.json,4,12081
30/prob30d/d/density_0.json,6,14472
30/prob30d/d/density_0.json,8,16843
30/prob30d/d/density_0.json,10,16373
30/prob30d/e/density_0.1.json,2,15788
30/prob30d/e/density_0.1.json,4,15210
30/prob30d/e/density_0.1.json,6,16616
30/prob30d/e/density_0.1.json,8,17477
30/prob30d/e/density_0.1.json,10,17088
30/prob30d/e/density_0.5.json,2,19985
30/prob30d/e/density_0.5.json,4,19689
30/prob30d/e/density_0.5.json,6,20699
30/prob30d/e/density_0.5.json,8,19939
30/prob30d/e/density_0.5.json,10,18004
30/prob30d/e/density_0.25.json,2,16622
30/prob30d/e/density_0.25.json,4,19736
30/prob30d/e/density_0.25.json,6,18435
30/prob30d/e/density_0.25.json,8,18072
30/prob30d/e/density_0.25.json,10,19275
30/prob30d/e/density_0.75.json,2,21647
30/prob30d/e/density_0.75.json,4,21557
30/prob30d/e/density_0.75.json,6,21647
30/prob30d/e/density_0.75.json,8,21042
30/prob30d/e/density_0.75.json,10,21164
30/prob30d/e/density_0.json,2,9470
30/prob30d/e/density_0.json,4,12081
30/prob30d/e/density_0.json,6,14472
30/prob30d/e/density_0.json,8,16843
30/prob30d/e/density_0.json,10,16373
30/prob30e/a/density_0.1.json,2,14854
30/prob30e/a/density_0.1.json,4,14255
30/prob30e/a/density_0.1.json,6,16199
30/prob30e/a/density_0.1.json,8,17301
30/prob30e/a/density_0.1.json,10,16484
30/prob30e/a/density_0.5.json,2,20158
30/prob30e/a/density_0.5.json,4,19826
30/prob30e/a/density_0.5.json,6,19220
30/prob30e/a/density_0.5.json,8,19613
30/prob30e/a/density_0.5.json,10,19120
30/prob30e/a/density_0.25.json,2,18143
30/prob30e/a/density_0.25.json,4,18686
30/prob30e/a/density_0.25.json,6,18035
30/prob30e/a/density_0.25.json,8,18602
30/prob30e/a/density_0.25.json,10,20156
30/prob30e/a/density_0.75.json,2,21657
30/prob30e/a/density_0.75.json,4,22208
30/prob30e/a/density_0.75.json,6,20667
30/prob30e/a/density_0.75.json,8,20285
30/prob30e/a/density_0.75.json,10,20995
30/prob30e/a/density_0.json,2,9572
30/prob30e/a/density_0.json,4,14099
30/prob30e/a/density_0.json,6,14084
30/prob30e/a/density_0.json,8,15839
30/prob30e/a/density_0.json,10,17075
30/prob30e/b/density_0.1.json,2,18461
30/prob30e/b/density_0.1.json,4,17490
30/prob30e/b/density_0.1.json,6,15768
30/prob30e/b/density_0.1.json,8,15089
30/prob30e/b/density_0.1.json,10,17087
30/prob30e/b/density_0.5.json,2,19818
30/prob30e/b/density_0.5.json,4,21770
30/prob30e/b/density_0.5.json,6,21807
30/prob30e/b/density_0.5.json,8,20448
30/prob30e/b/density_0.5.json,10,20527
30/prob30e/b/density_0.25.json,2,18998
30/prob30e/b/density_0.25.json,4,18785
30/prob30e/b/density_0.25.json,6,19304
30/prob30e/b/density_0.25.json,8,17474
30/prob30e/b/density_0.25.json,10,19221
30/prob30e/b/density_0.75.json,2,21102
30/prob30e/b/density_0.75.json,4,20862
30/prob30e/b/density_0.75.json,6,19222
30/prob30e/b/density_0.75.json,8,20261
30/prob30e/b/density_0.75.json,10,18814
30/prob30e/b/density_0.json,2,9572
30/prob30e/b/density_0.json,4,14099
30/prob30e/b/density_0.json,6,14084
30/prob30e/b/density_0.json,8,15839
30/prob30e/b/density_0.json,10,17075
30/prob30e/c/density_0.1.json,2,15546
30/prob30e/c/density_0.1.json,4,16279
30/prob30e/c/density_0.1.json,6,16434
30/prob30e/c/density_0.1.json,8,16608
30/prob30e/c/density_0.1.json,10,18002
30/prob30e/c/density_0.5.json,2,17781
30/prob30e/c/density_0.5.json,4,19073
30/prob30e/c/density_0.5.json,6,17796
30/prob30e/c/density_0.5.json,8,18120
30/prob30e/c/density_0.5.json,10,18072
30/prob30e/c/density_0.25.json,2,20243
30/prob30e/c/density_0.25.json,4,19650
30/prob30e/c/density_0.25.json,6,18632
30/prob30e/c/density_0.25.json,8,19536
30/prob30e/c/density_0.25.json,10,18542
30/prob30e/c/density_0.75.json,2,20848
30/prob30e/c/density_0.75.json,4,20848
30/prob30e/c/density_0.75.json,6,19511
30/prob30e/c/density_0.75.json,8,21060
30/prob30e/c/density_0.75.json,10,21318
30/prob30e/c/density_0.json,2,9572
30/prob30e/c/density_0.json,4,14099
30/prob30e/c/density_0.json,6,14084
30/prob30e/c/density_0.json,8,15839
30/prob30e/c/density_0.json,10,17075
30/prob30e/d/density_0.1.json,2,15174
30/prob30e/d/density_0.1.json,4,15845
30/prob30e/d/density_0.1.json,6,15605
30/prob30e/d/density_0.1.json,8,17907
30/prob30e/d/density_0.1.json,10,18377
30/prob30e/d/density_0.5.json,2,19867
30/prob30e/d/density_0.5.json,4,20267
30/prob30e/d/density_0.5.json,6,19327
30/prob30e/d/density_0.5.json,8,19090
30/prob30e/d/density_0.5.json,10,17851
30/prob30e/d/density_0.25.json,2,16295
30/prob30e/d/density_0.25.json,4,18012
30/prob30e/d/density_0.25.json,6,16939
30/prob30e/d/density_0.25.json,8,17004
30/prob30e/d/density_0.25.json,10,19443
30/prob30e/d/density_0.75.json,2,20238
30/prob30e/d/density_0.75.json,4,20008
30/prob30e/d/density_0.75.json,6,20916
30/prob30e/d/density_0.75.json,8,20090
30/prob30e/d/density_0.75.json,10,20170
30/prob30e/d/density_0.json,2,9572
30/prob30e/d/density_0.json,4,14099
30/prob30e/d/density_0.json,6,14084
30/prob30e/d/density_0.json,8,15839
30/prob30e/d/density_0.json,10,17075
30/prob30e/e/density_0.1.json,2,13908
30/prob30e/e/density_0.1.json,4,15369
30/prob30e/e/density_0.1.json,6,15758
30/prob30e/e/density_0.1.json,8,18117
30/prob30e/e/density_0.1.json,10,16874
30/prob30e/e/density_0.5.json,2,20362
30/prob30e/e/density_0.5.json,4,18806
30/prob30e/e/density_0.5.json,6,19346
30/prob30e/e/density_0.5.json,8,20389
30/prob30e/e/density_0.5.json,10,19031
30/prob30e/e/density_0.25.json,2,18134
30/prob30e/e/density_0.25.json,4,17642
30/prob30e/e/density_0.25.json,6,18926
30/prob30e/e/density_0.25.json,8,17423
30/prob30e/e/density_0.25.json,10,18210
30/prob30e/e/density_0.75.json,2,22085
30/prob30e/e/density_0.75.json,4,22085
30/prob30e/e/density_0.75.json,6,22075
30/prob30e/e/density_0.75.json,8,20456
30/prob30e/e/density_0.75.json,10,21750
30/prob30e/e/density_0.json,2,9572
30/prob30e/e/density_0.json,4,14099
30/prob30e/e/density_0.json,6,14084
30/prob30e/e/density_0.json,8,15839
30/prob30e/e/density_0.json,10,17075
35/prob35a/a/density_0.1.json,2,15798
35/prob35a/a/density_0.1.json,4,15899
35/prob35a/a/density_0.1.json,6,16573
35/prob35a/a/density_0.1.json,8,17874
35/prob35a/a/density_0.1.json,10,17846
35/prob35a/a/density_0.5.json,2,21837
35/prob35a/a/density_0.5.json,4,21052
35/prob35a/a/density_0.5.json,6,22335
35/prob35a/a/density_0.5.json,8,22803
35/prob35a/a/density_0.5.json,10,21719
35/prob35a/a/density_0.25.json,2,19890
35/prob35a/a/density_0.25.json,4,17503
35/prob35a/a/density_0.25.json,6,20262
35/prob35a/a/density_0.25.json,8,19346
35/prob35a/a/density_0.25.json,10,20103
35/prob35a/a/density_0.75.json,2,23455
35/prob35a/a/density_0.75.json,4,23835
35/prob35a/a/density_0.75.json,6,23736
35/prob35a/a/density_0.75.json,8,23973
35/prob35a/a/density_0.75.json,10,24688
35/prob35a/a/density_0.json,2,12018
35/prob35a/a/density_0.json,4,14081
35/prob35a/a/density_0.json,6,14996
35/prob35a/a/density_0.json,8,17106
35/prob35a/a/density_0.json,10,18588
35/prob35a/b/density_0.1.json,2,16835
35/prob35a/b/density_0.1.json,4,16369
35/prob35a/b/density_0.1.json,6,16825
35/prob35a/b/density_0.1.json,8,18400
35/prob35a/b/density_0.1.json,10,18410
35/prob35a/b/density_0.5.json,2,22295
35/prob35a/b/density_0.5.json,4,22109
35/prob35a/b/density_0.5.json,6,23190
35/prob35a/b/density_0.5.json,8,22678
35/prob35a/b/density_0.5.json,10,23490
35/prob35a/b/density_0.25.json,2,19800
35/prob35a/b/density_0.25.json,4,19572
35/prob35a/b/density_0.25.json,6,19750
35/prob35a/b/density_0.25.json,8,19771
35/prob35a/b/density_0.25.json,10,21223
35/prob35a/b/density_0.75.json,2,24765
35/prob35a/b/density_0.75.json,4,24327
35/prob35a/b/density_0.75.json,6,24631
35/prob35a/b/density_0.75.json,8,25007
35/prob35a/b/density_0.75.json,10,24234
35/prob35a/b/density_0.json,2,12018
35/prob35a/b/density_0.json,4,14081
35/prob35a/b/density_0.json,6,14996
35/prob35a/b/density_0.json,8,17106
35/prob35a/b/density_0.json,10,18588
35/prob35a/c/density_0.1.json,2,17329
35/prob35a/c/density_0.1.json,4,16752
35/prob35a/c/density_0.1.json,6,17792
35/prob35a/c/density_0.1.json,8,17220
35/prob35a/c/density_0.1.json,10,18316
35/prob35a/c/density_0.5.json,2,23832
35/prob35a/c/density_0.5.json,4,23590
35/prob35a/c/density_0.5.json,6,21139
35/prob35a/c/density_0.5.json,8,22687
35/prob35a/c/density_0.5.json,10,23005
35/prob35a/c/density_0.25.json,2,21894
35/prob35a/c/density_0.25.json,4,20554
35/prob35a/c/density_0.25.json,6,21086
35/prob35a/c/density_0.25.json,8,21950
35/prob35a/c/density_0.25.json,10,21539
35/prob35a/c/density_0.75.json,2,25164
35/prob35a/c/density_0.75.json,4,25051
35/prob35a/c/density_0.75.json,6,24843
35/prob35a/c/density_0.75.json,8,24241
35/prob35a/c/density_0.75.json,10,23369
35/prob35a/c/density_0.json,2,12018
35/prob35a/c/density_0.json,4,14081
35/prob35a/c/density_0.json,6,14996
35/prob35a/c/density_0.json,8,17106
35/prob35a/c/density_0.json,10,18588
35/prob35a/d/density_0.1.json,2,17370
35/prob35a/d/density_0.1.json,4,18006
35/prob35a/d/density_0.1.json,6,17543
35/prob35a/d/density_0.1.json,8,19913
35/prob35a/d/density_0.1.json,10,19825
35/prob35a/d/density_0.5.json,2,23138
35/prob35a/d/density_0.5.json,4,21473
35/prob35a/d/density_0.5.json,6,21213
35/prob35a/d/density_0.5.json,8,20905
35/prob35a/d/density_0.5.json,10,23045
35/prob35a/d/density_0.25.json,2,19423
35/prob35a/d/density_0.25.json,4,18803
35/prob35a/d/density_0.25.json,6,19425
35/prob35a/d/density_0.25.json,8,17964
35/prob35a/d/density_0.25.json,10,19427
35/prob35a/d/density_0.75.json,2,25375
35/prob35a/d/density_0.75.json,4,25375
35/prob35a/d/density_0.75.json,6,25212
35/prob35a/d/density_0.75.json,8,25634
35/prob35a/d/density_0.75.json,10,24825
35/prob35a/d/density_0.json,2,12018
35/prob35a/d/density_0.json,4,14081
35/prob35a/d/density_0.json,6,14996
35/prob35a/d/density_0.json,8,17106
35/prob35a/d/density_0.json,10,18588
35/prob35a/e/density_0.1.json,2,19159
35/prob35a/e/density_0.1.json,4,19642
35/prob35a/e/density_0.1.json,6,20043
35/prob35a/e/density_0.1.json,8,17944
35/prob35a/e/density_0.1.json,10,19501
35/prob35a/e/density_0.5.json,2,20980
35/prob35a/e/density_0.5.json,4,23882
35/prob35a/e/density_0.5.json,6,23090
35/prob35a/e/density_0.5.json,8,23254
35/prob35a/e/density_0.5.json,10,22802
35/prob35a/e/density_0.25.json,2,18526
35/prob35a/e/density_0.25.json,4,17882
35/prob35a/e/density_0.25.json,6,19799
35/prob35a/e/density_0.25.json,8,20220
35/prob35a/e/density_0.25.json,10,20757
35/prob35a/e/density_0.75.json,2,25019
35/prob35a/e/density_0.75.json,4,24243
35/prob35a/e/density_0.75.json,6,23790
35/prob35a/e/density_0.75.json,8,23045
35/prob35a/e/density_0.75.json,10,24815
35/prob35a/e/density_0.json,2,12018
35/prob35a/e/density_0.json,4,14081
35/prob35a/e/density_0.json,6,14996
35/prob35a/e/density_0.json,8,17106
35/prob35a/e/density_0.json,10,18588
35/prob35b/a/density_0.1.json,2,16569
35/prob35b/a/density_0.1.json,4,15614
35/prob35b/a/density_0.1.json,6,16686
35/prob35b/a/density_0.1.json,8,18169
35/prob35b/a/density_0.1.json,10,20245
35/prob35b/a/density_0.5.json,2,22975
35/prob35b/a/density_0.5.json,4,21277
35/prob35b/a/density_0.5.json,6,21898
35/prob35b/a/density_0.5.json,8,21487
35/prob35b/a/density_0.5.json,10,21739
35/prob35b/a/density_0.25.json,2,18787
35/prob35b/a/density_0.25.json,4,19053
35/prob35b/a/density_0.25.json,6,21034
35/prob35b/a/density_0.25.json,8,21116
35/prob35b/a/density_0.25.json,10,20710
35/prob35b/a/density_0.75.json,2,23385
35/prob35b/a/density_0.75.json,4,24735
35/prob35b/a/density_0.75.json,6,24816
35/prob35b/a/density_0.75.json,8,22129
35/prob35b/a/density_0.75.json,10,22924
35/prob35b/a/density_0.json,2,10798
35/prob35b/a/density_0.json,4,11896
35/prob35b/a/density_0.json,6,14256
35/prob35b/a/density_0.json,8,17017
35/prob35b/a/density_0.json,10,18414
35/prob35b/b/density_0.1.json,2,16715
35/prob35b/b/density_0.1.json,4,15472
35/prob35b/b/density_0.1.json,6,17077
35/prob35b/b/density_0.1.json,8,17724
35/prob35b/b/density_0.1.json,10,18160
35/prob35b/b/density_0.5.json,2,22219
35/prob35b/b/density_0.5.json,4,21409
35/prob35b/b/density_0.5.json,6,22855
35/prob35b/b/density_0.5.json,8,21283
35/prob35b/b/density_0.5.json,10,23138
35/prob35b/b/density_0.25.json,2,21234
35/prob35b/b/density_0.25.json,4,19834
35/prob35b/b/density_0.25.json,6,17862
35/prob35b/b/density_0.25.json,8,20082
35/prob35b/b/density_0.25.json,10,19687
35/prob35b/b/density_0.75.json,2,24616
35/prob35b/b/density_0.75.json,4,23947
35/prob35b/b/density_0.75.json,6,22872
35/prob35b/b/density_0.75.json,8,23740
35/prob35b/b/density_0.75.json,10,23245
35/prob35b/b/density_0.json,2,10798
35/prob35b/b/density_0.json,4,11896
35/prob35b/b/density_0.json,6,14256
35/prob35b/b/density_0.json,8,17017
35/prob35b/b/density_0.json,10,18414
35/prob35b/c/density_0.1.json,2,17523
35/prob35b/c/density_0.1.json,4,18506
35/prob35b/c/density_0.1.json,6,18328
35/prob35b/c/density_0.1.json,8,19897
35/prob35b/c/density_0.1.json,10,20558
35/prob35b/c/density_0.5.json,2,23263
35/prob35b/c/density_0.5.json,4,22888
35/prob35b/c/density_0.5.json,6,23417
35/prob35b/c/density_0.5.json,8,21508
35/prob35b/c/density_0.5.json,10,21325
35/prob35b/c/density_0.25.json,2,17508
35/prob35b/c/density_0.25.json,4,19797
35/prob35b/c/density_0.25.json,6,20154
35/prob35b/c/density_0.25.json,8,20807
35/prob35b/c/density_0.25.json,10,20788
35/prob35b/c/density_0.75.json,2,24362
35/prob35b/c/density_0.75.json,4,24455
35/prob35b/c/density_0.75.json,6,23620
35/prob35b/c/density_0.75.json,8,23150
35/prob35b/c/density_0.75.json,10,22439
35/prob35b/c/density_0.json,2,10798
35/prob35b/c/density_0.json,4,11896
35/prob35b/c/density_0.json,6,14256
35/prob35b/c/density_0.json,8,17017
35/prob35b/c/density_0.json,10,18414
35/prob35b/d/density_0.1.json,2,16312
35/prob35b/d/density_0.1.json,4,17489
35/prob35b/d/density_0.1.json,6,18225
35/prob35b/d/density_0.1.json,8,17758
35/prob35b/d/density_0.1.json,10,16772
35/prob35b/d/density_0.5.json,2,20890
35/prob35b/d/density_0.5.json,4,22947
35/prob35b/d/density_0.5.json,6,23168
35/prob35b/d/density_0.5.json,8,23707
35/prob35b/d/density_0.5.json,10,24026
35/prob35b/d/density_0.25.json,2,21924
35/prob35b/d/density_0.25.json,4,20719
35/prob35b/d/density_0.25.json,6,20306
35/prob35b/d/density_0.25.json,8,18907
