instance,divisor,cost
15/prob15b/e/density_0.25.json,2,11562
15/prob15b/e/density_0.25.json,4,9124
15/prob15b/e/density_0.25.json,6,10325
15/prob15b/e/density_0.25.json,8,9806
15/prob15b/e/density_0.25.json,10,10912
15/prob15b/e/density_0.75.json,2,11539
15/prob15b/e/density_0.75.json,4,11539
15/prob15b/e/density_0.75.json,6,11539
15/prob15b/e/density_0.75.json,8,11661
15/prob15b/e/density_0.75.json,10,11038
15/prob15b/e/density_0.json,2,5583
15/prob15b/e/density_0.json,4,7295
15/prob15b/e/density_0.json,6,6667
15/prob15b/e/density_0.json,8,7267
15/prob15b/e/density_0.json,10,9147
15/prob15c/a/density_0.1.json,2,7600
15/prob15c/a/density_0.1.json,4,7600
15/prob15c/a/density_0.1.json,6,7837
15/prob15c/a/density_0.1.json,8,8480
15/prob15c/a/density_0.1.json,10,9384
15/prob15c/a/density_0.5.json,2,9951
15/prob15c/a/density_0.5.json,4,10253
15/prob15c/a/density_0.5.json,6,9983
15/prob15c/a/density_0.5.json,8,9663
15/prob15c/a/density_0.5.json,10,9974
15/prob15c/a/density_0.25.json,2,9893
15/prob15c/a/density_0.25.json,4,8521
15/prob15c/a/density_0.25.json,6,8656
15/prob15c/a/density_0.25.json,8,9113
15/prob15c/a/density_0.25.json,10,9583
15/prob15c/a/density_0.75.json,2,10602
15/prob15c/a/density_0.75.json,4,10602
15/prob15c/a/density_0.75.json,6,10653
15/prob15c/a/density_0.75.json,8,11030
15/prob15c/a/density_0.75.json,10,11030
15/prob15c/a/density_0.json,2,5776
15/prob15c/a/density_0.json,4,6914
15/prob15c/a/density_0.json,6,7520
15/prob15c/a/density_0.json,8,8367
15/prob15c/a/density_0.json,10,9262
15/prob15c/b/density_0.1.json,2,9510
15/prob15c/b/density_0.1.json,4,10275
15/prob15c/b/density_0.1.json,6,10425
15/prob15c/b/density_0.1.json,8,10736
15/prob15c/b/density_0.1.json,10,10801
15/prob15c/b/density_0.5.json,2,11290
15/prob15c/b/density_0.5.json,4,11290
15/prob15c/b/density_0.5.json,6,11290
15/prob15c/b/density_0.5.json,8,11509
15/prob15c/b/density_0.5.json,10,11672
15/prob15c/b/density_0.25.json,2,11775
15/prob15c/b/density_0.25.json,4,9965
15/prob15c/b/density_0.25.json,6,10623
15/prob15c/b/density_0.25.json,8,10623
15/prob15c/b/density_0.25.json,10,10097
15/prob15c/b/density_0.75.json,2,11721
15/prob15c/b/density_0.75.json,4,11721
15/prob15c/b/density_0.75.json,6,11277
15/prob15c/b/density_0.75.json,8,10941
15/prob15c/b/density_0.75.json,10,10941
15/prob15c/b/density_0.json,2,5776
15/prob15c/b/density_0.json,4,6914
15/prob15c/b/density_0.json,6,7520
15/prob15c/b/density_0.json,8,8367
15/prob15c/b/density_0.json,10,9262
15/prob15c/c/density_0.1.json,2,8518
15/prob15c/c/density_0.1.json,4,8518
15/prob15c/c/density_0.1.json,6,8796
15/prob15c/c/density_0.1.json,8,9124
15/prob15c/c/density_0.1.json,10,9530
15/prob15c/c/density_0.5.json,2,9898
15/prob15c/c/density_0.5.json,4,9986
15/prob15c/c/density_0.5.json,6,9986
15/prob15c/c/density_0.5.json,8,9909
15/prob15c/c/density_0.5.json,10,10103
15/prob15c/c/density_0.25.json,2,8307
15/prob15c/c/density_0.25.json,4,8729
15/prob15c/c/density_0.25.json,6,8729
15/prob15c/c/density_0.25.json,8,9234
15/prob15c/c/density_0.25.json,10,8941
15/prob15c/c/density_0.75.json,2,10698
15/prob15c/c/density_0.75.json,4,10698
15/prob15c/c/density_0.75.json,6,10699
15/prob15c/c/density_0.75.json,8,10699
15/prob15c/c/density_0.75.json,10,10699
15/prob15c/c/density_0.json,2,5776
15/prob15c/c/density_0.json,4,6914
15/prob15c/c/density_0.json,6,7520
15/prob15c/c/density_0.json,8,8367
15/prob15c/c/density_0.json,10,9262
15/prob15c/d/density_0.1.json,2,8743
15/prob15c/d/density_0.1.json,4,8534
15/prob15c/d/density_0.1.json,6,8971
15/prob15c/d/density_0.1.json,8,9447
15/prob15c/d/density_0.1.json,10,10240
15/prob15c/d/density_0.5.json,2,10511
15/prob15c/d/density_0.5.json,4,10511
15/prob15c/d/density_0.5.json,6,11761
15/prob15c/d/density_0.5.json,8,11120
15/prob15c/d/density_0.5.json,10,11152
15/prob15c/d/density_0.25.json,2,10273
15/prob15c/d/density_0.25.json,4,9739
15/prob15c/d/density_0.25.json,6,10315
15/prob15c/d/density_0.25.json,8,10174
15/prob15c/d/density_0.25.json,10,10808
15/prob15c/d/density_0.75.json,2,11233
15/prob15c/d/density_0.75.json,4,11233
15/prob15c/d/density_0.75.json,6,11233
15/prob15c/d/density_0.75.json,8,11233
15/prob15c/d/density_0.75.json,10,11233
15/prob15c/d/density_0.json,2,5776
15/prob15c/d/density_0.json,4,6914
15/prob15c/d/density_0.json,6,7520
15/prob15c/d/density_0.json,8,8367
15/prob15c/d/density_0.json,10,9262
15/prob15c/e/density_0.1.json,2,7494
15/prob15c/e/density_0.1.json,4,7494
15/prob15c/e/density_0.1.json,6,7803
15/prob15c/e/density_0.1.json,8,7989
15/prob15c/e/density_0.1.json,10,8613
15/prob15c/e/density_0.5.json,2,10440
15/prob15c/e/density_0.5.json,4,10440
15/prob15c/e/density_0.5.json,6,10115
15/prob15c/e/density_0.5.json,8,10359
15/prob15c/e/density_0.5.json,10,9877
15/prob15c/e/density_0.25.json,2,8800
15/prob15c/e/density_0.25.json,4,8707
15/prob15c/e/density_0.25.json,6,8806
15/prob15c/e/density_0.25.json,8,8886
15/prob15c/e/density_0.25.json,10,8787
15/prob15c/e/density_0.75.json,2,10581
15/prob15c/e/density_0.75.json,4,10581
15/prob15c/e/density_0.75.json,6,10581
15/prob15c/e/density_0.75.json,8,10581
15/prob15c/e/density_0.75.json,10,10581
15/prob15c/e/density_0.json,2,5776
15/prob15c/e/density_0.json,4,6914
15/prob15c/e/density_0.json,6,7520
15/prob15c/e/density_0.json,8,8367
15/prob15c/e/density_0.json,10,9262
15/prob15d/a/density_0.1.json,2,7239
15/prob15d/a/density_0.1.json,4,8090
15/prob15d/a/density_0.1.json,6,7546
15/prob15d/a/density_0.1.json,8,8281
15/prob15d/a/density_0.1.json,10,9003
15/prob15d/a/density_0.5.json,2,9834
15/prob15d/a/density_0.5.json,4,9834
15/prob15d/a/density_0.5.json,6,9834
15/prob15d/a/density_0.5.json,8,9834
15/prob15d/a/density_0.5.json,10,9563
15/prob15d/a/density_0.25.json,2,8971
15/prob15d/a/density_0.25.json,4,8971
15/prob15d/a/density_0.25.json,6,8971
15/prob15d/a/density_0.25.json,8,9033
15/prob15d/a/density_0.25.json,10,9825
15/prob15d/a/density_0.75.json,2,9624
15/prob15d/a/density_0.75.json,4,9624
15/prob15d/a/density_0.75.json,6,9624
15/prob15d/a/density_0.75.json,8,10487
15/prob15d/a/density_0.75.json,10,10487
15/prob15d/a/density_0.json,2,6386
15/prob15d/a/density_0.json,4,6386
15/prob15d/a/density_0.json,6,6440
15/prob15d/a/density_0.json,8,7158
15/prob15d/a/density_0.json,10,8577
15/prob15d/b/density_0.1.json,2,10344
15/prob15d/b/density_0.1.json,4,9159
15/prob15d/b/density_0.1.json,6,8299
15/prob15d/b/density_0.1.json,8,8694
15/prob15d/b/density_0.1.json,10,9425
15/prob15d/b/density_0.5.json,2,12287
15/prob15d/b/density_0.5.json,4,10996
15/prob15d/b/density_0.5.json,6,11906
15/prob15d/b/density_0.5.json,8,11906
15/prob15d/b/density_0.5.json,10,10836
15/prob15d/b/density_0.25.json,2,10919
15/prob15d/b/density_0.25.json,4,9738
15/prob15d/b/density_0.25.json,6,10361
15/prob15d/b/density_0.25.json,8,9787
15/prob15d/b/density_0.25.json,10,9496
15/prob15d/b/density_0.75.json,2,11571
15/prob15d/b/density_0.75.json,4,11571
15/prob15d/b/density_0.75.json,6,11571
15/prob15d/b/density_0.75.json,8,11633
15/prob15d/b/density_0.75.json,10,12005
15/prob15d/b/density_0.json,2,6386
15/prob15d/b/density_0.json,4,6386
15/prob15d/b/density_0.json,6,6440
15/prob15d/b/density_0.json,8,7158
15/prob15d/b/density_0.json,10,8577
15/prob15d/c/density_0.1.json,2,8502
15/prob15d/c/density_0.1.json,4,8543
15/prob15d/c/density_0.1.json,6,9223
15/prob15d/c/density_0.1.json,8,8583
15/prob15d/c/density_0.1.json,10,8625
15/prob15d/c/density_0.5.json,2,10282
15/prob15d/c/density_0.5.json,4,10282
15/prob15d/c/density_0.5.json,6,10652
15/prob15d/c/density_0.5.json,8,10535
15/prob15d/c/density_0.5.json,10,11073
15/prob15d/c/density_0.25.json,2,10957
15/prob15d/c/density_0.25.json,4,8298
15/prob15d/c/density_0.25.json,6,8525
15/prob15d/c/density_0.25.json,8,8906
15/prob15d/c/density_0.25.json,10,8894
15/prob15d/c/density_0.75.json,2,9839
15/prob15d/c/density_0.75.json,4,9839
15/prob15d/c/density_0.75.json,6,9839
15/prob15d/c/density_0.75.json,8,9917
15/prob15d/c/density_0.75.json,10,9890
15/prob15d/c/density_0.json,2,6386
15/prob15d/c/density_0.json,4,6386
15/prob15d/c/density_0.json,6,6440
15/prob15d/c/density_0.json,8,7158
15/prob15d/c/density_0.json,10,8577
15/prob15d/d/density_0.1.json,2,9281
15/prob15d/d/density_0.1.json,4,8609
15/prob15d/d/density_0.1.json,6,8837
15/prob15d/d/density_0.1.json,8,8635
15/prob15d/d/density_0.1.json,10,9555
15/prob15d/d/density_0.5.json,2,10561
15/prob15d/d/density_0.5.json,4,10212
15/prob15d/d/density_0.5.json,6,10388
15/prob15d/d/density_0.5.json,8,9797
15/prob15d/d/density_0.5.json,10,9677
15/prob15d/d/density_0.25.json,2,9955
15/prob15d/d/density_0.25.json,4,10310
15/prob15d/d/density_0.25.json,6,8403
15/prob15d/d/density_0.25.json,8,8955
15/prob15d/d/density_0.25.json,10,9703
15/prob15d/d/density_0.75.json,2,12157
15/prob15d/d/density_0.75.json,4,12157
15/prob15d/d/density_0.75.json,6,12157
15/prob15d/d/density_0.75.json,8,12157
15/prob15d/d/density_0.75.json,10,12157
15/prob15d/d/density_0.json,2,6386
15/prob15d/d/density_0.json,4,6386
15/prob15d/d/density_0.json,6,6440
15/prob15d/d/density_0.json,8,7158
15/prob15d/d/density_0.json,10,8577
15/prob15d/e/density_0.1.json,2,9162
15/prob15d/e/density_0.1.json,4,9162
15/prob15d/e/density_0.1.json,6,9179
15/prob15d/e/density_0.1.json,8,9276
15/prob15d/e/density_0.1.json,10,9396
15/prob15d/e/density_0.5.json,2,10310
15/prob15d/e/density_0.5.json,4,9964
15/prob15d/e/density_0.5.json,6,10289
15/prob15d/e/density_0.5.json,8,9857
15/prob15d/e/density_0.5.json,10,10300
15/prob15d/e/density_0.25.json,2,10157
15/prob15d/e/density_0.25.json,4,9870
15/prob15d/e/density_0.25.json,6,9870
15/prob15d/e/density_0.25.json,8,9870
15/prob15d/e/density_0.25.json,10,9735
15/prob15d/e/density_0.75.json,2,10924
15/prob15d/e/density_0.75.json,4,10924
15/prob15d/e/density_0.75.json,6,10924
15/prob15d/e/density_0.75.json,8,10725
15/prob15d/e/density_0.75.json,10,10725
15/prob15d/e/density_0.json,2,6386
15/prob15d/e/density_0.json,4,6386
15/prob15d/e/density_0.json,6,6440
15/prob15d/e/density_0.json,8,7158
15/prob15d/e/density_0.json,10,8577
15/prob15e/a/density_0.1.json,2,8712
15/prob15e/a/density_0.1.json,4,8390
15/prob15e/a/density_0.1.json,6,8418
15/prob15e/a/density_0.1.json,8,8423
15/prob15e/a/density_0.1.json,10,8849
15/prob15e/a/density_0.5.json,2,11638
15/prob15e/a/density_0.5.json,4,11638
15/prob15e/a/density_0.5.json,6,11008
15/prob15e/a/density_0.5.json,8,11558
15/prob15e/a/density_0.5.json,10,11256
15/prob15e/a/density_0.25.json,2,11747
15/prob15e/a/density_0.25.json,4,10062
15/prob15e/a/density_0.25.json,6,9245
15/prob15e/a/density_0.25.json,8,9063
15/prob15e/a/density_0.25.json,10,9481
15/prob15e/a/density_0.75.json,2,11320
15/prob15e/a/density_0.75.json,4,11320
15/prob15e/a/density_0.75.json,6,11320
15/prob15e/a/density_0.75.json,8,11748
15/prob15e/a/density_0.75.json,10,11371
15/prob15e/a/density_0.json,2,6066
15/prob15e/a/density_0.json,4,7106
15/prob15e/a/density_0.json,6,7015
15/prob15e/a/density_0.json,8,7673
15/prob15e/a/density_0.json,10,8716
15/prob15e/b/density_0.1.json,2,9779
15/prob15e/b/density_0.1.json,4,9624
15/prob15e/b/density_0.1.json,6,9624
15/prob15e/b/density_0.1.json,8,8794
15/prob15e/b/density_0.1.json,10,8841
15/prob15e/b/density_0.5.json,2,11560
15/prob15e/b/density_0.5.json,4,11560
15/prob15e/b/density_0.5.json,6,11560
15/prob15e/b/density_0.5.json,8,11901
15/prob15e/b/density_0.5.json,10,11901
15/prob15e/b/density_0.25.json,2,11585
15/prob15e/b/density_0.25.json,4,10283
15/prob15e/b/density_0.25.json,6,10383
15/prob15e/b/density_0.25.json,8,10915
15/prob15e/b/density_0.25.json,10,9973
15/prob15e/b/density_0.75.json,2,12578
15/prob15e/b/density_0.75.json,4,12578
15/prob15e/b/density_0.75.json,6,12578
15/prob15e/b/density_0.75.json,8,12578
15/prob15e/b/density_0.75.json,10,12302
15/prob15e/b/density_0.json,2,6066
15/prob15e/b/density_0.json,4,7106
15/prob15e/b/density_0.json,6,7015
15/prob15e/b/density_0.json,8,7673
15/prob15e/b/density_0.json,10,8716
15/prob15e/c/density_0.1.json,2,9323
15/prob15e/c/density_0.1.json,4,9612
15/prob15e/c/density_0.1.json,6,9472
15/prob15e/c/density_0.1.json,8,9325
15/prob15e/c/density_0.1.json,10,9969
15/prob15e/c/density_0.5.json,2,10663
15/prob15e/c/density_0.5.json,4,11747
15/prob15e/c/density_0.5.json,6,11934
15/prob15e/c/density_0.5.json,8,11888
15/prob15e/c/density_0.5.json,10,10853
15/prob15e/c/density_0.25.json,2,11984
15/prob15e/c/density_0.25.json,4,12029
15/prob15e/c/density_0.25.json,6,12029
15/prob15e/c/density_0.25.json,8,11262
15/prob15e/c/density_0.25.json,10,11262
15/prob15e/c/density_0.75.json,2,12227
15/prob15e/c/density_0.75.json,4,12227
15/prob15e/c/density_0.75.json,6,12227
15/prob15e/c/density_0.75.json,8,11789
15/prob15e/c/density_0.75.json,10,11903
15/prob15e/c/density_0.json,2,6066
15/prob15e/c/density_0.json,4,7106
15/prob15e/c/density_0.json,6,7015
15/prob15e/c/density_0.json,8,7673
15/prob15e/c/density_0.json,10,8716
15/prob15e/d/density_0.1.json,2,9746
15/prob15e/d/density_0.1.json,4,8699
15/prob15e/d/density_0.1.json,6,8626
15/prob15e/d/density_0.1.json,8,9160
15/prob15e/d/density_0.1.json,10,9538
15/prob15e/d/density_0.5.json,2,10802
15/prob15e/d/density_0.5.json,4,10802
15/prob15e/d/density_0.5.json,6,10966
15/prob15e/d/density_0.5.json,8,11666
15/prob15e/d/density_0.5.json,10,10735
15/prob15e/d/density_0.25.json,2,10185
15/prob15e/d/density_0.25.json,4,9310
15/prob15e/d/density_0.25.json,6,9917
15/prob15e/d/density_0.25.json,8,8951
15/prob15e/d/density_0.25.json,10,8754
15/prob15e/d/density_0.75.json,2,12249
15/prob15e/d/density_0.75.json,4,12249
15/prob15e/d/density_0.75.json,6,12249
15/prob15e/d/density_0.75.json,8,12249
15/prob15e/d/density_0.75.json,10,12249
15/prob15e/d/density_0.json,2,6066
15/prob15e/d/density_0.json,4,7106
15/prob15e/d/density_0.json,6,7015
15/prob15e/d/density_0.json,8,7673
15/prob15e/d/density_0.json,10,8716
15/prob15e/e/density_0.1.json,2,9196
15/prob15e/e/density_0.1.json,4,10067
15/prob15e/e/density_0.1.json,6,9738
15/prob15e/e/density_0.1.json,8,9232
15/prob15e/e/density_0.1.json,10,9758
15/prob15e/e/density_0.5.json,2,11423
15/prob15e/e/density_0.5.json,4,11450
15/prob15e/e/density_0.5.json,6,11796
15/prob15e/e/density_0.5.json,8,12001
15/prob15e/e/density_0.5.json,10,11107
15/prob15e/e/density_0.25.json,2,10952
15/prob15e/e/density_0.25.json,4,10073
15/prob15e/e/density_0.25.json,6,10073
15/prob15e/e/density_0.25.json,8,11404
15/prob15e/e/density_0.25.json,10,9265
15/prob15e/e/density_0.75.json,2,11066
15/prob15e/e/density_0.75.json,4,11066
15/prob15e/e/density_0.75.json,6,11072
15/prob15e/e/density_0.75.json,8,11072
15/prob15e/e/density_0.75.json,10,11745
15/prob15e/e/density_0.json,2,6066
15/prob15e/e/density_0.json,4,7106
15/prob15e/e/density_0.json,6,7015
15/prob15e/e/density_0.json,8,7673
15/prob15e/e/density_0.json,10,8716
20/prob20a/a/density_0.1.json,2,9301
20/prob20a/a/density_0.1.json,4,9425
20/prob20a/a/density_0.1.json,6,8058
20/prob20a/a/density_0.1.json,8,8280
20/prob20a/a/density_0.1.json,10,9783
20/prob20a/a/density_0.5.json,2,11532
20/prob20a/a/density_0.5.json,4,11808
20/prob20a/a/density_0.5.json,6,12243
20/prob20a/a/density_0.5.json,8,13136
20/prob20a/a/density_0.5.json,10,12250
20/prob20a/a/density_0.25.json,2,11307
20/prob20a/a/density_0.25.json,4,10428
20/prob20a/a/density_0.25.json,6,10990
20/prob20a/a/density_0.25.json,8,10701
20/prob20a/a/density_0.25.json,10,10185
20/prob20a/a/density_0.75.json,2,12215
20/prob20a/a/density_0.75.json,4,11633
20/prob20a/a/density_0.75.json,6,11633
20/prob20a/a/density_0.75.json,8,11633
20/prob20a/a/density_0.75.json,10,11649
20/prob20a/a/density_0.json,2,7890
20/prob20a/a/density_0.json,4,8366
20/prob20a/a/density_0.json,6,7628
20/prob20a/a/density_0.json,8,7917
20/prob20a/a/density_0.json,10,9132
20/prob20a/b/density_0.1.json,2,8417
20/prob20a/b/density_0.1.json,4,8067
20/prob20a/b/density_0.1.json,6,8381
20/prob20a/b/density_0.1.json,8,9030
20/prob20a/b/density_0.1.json,10,9211
20/prob20a/b/density_0.5.json,2,12633
20/prob20a/b/density_0.5.json,4,12075
20/prob20a/b/density_0.5.json,6,9840
20/prob20a/b/density_0.5.json,8,12404
20/prob20a/b/density_0.5.json,10,12897
20/prob20a/b/density_0.25.json,2,10606
20/prob20a/b/density_0.25.json,4,10502
20/prob20a/b/density_0.25.json,6,11384
20/prob20a/b/density_0.25.json,8,10765
20/prob20a/b/density_0.25.json,10,10736
20/prob20a/b/density_0.75.json,2,11876
20/prob20a/b/density_0.75.json,4,12179
20/prob20a/b/density_0.75.json,6,12290
20/prob20a/b/density_0.75.json,8,11925
20/prob20a/b/density_0.75.json,10,11644
20/prob20a/b/density_0.json,2,7890
20/prob20a/b/density_0.json,4,8366
20/prob20a/b/density_0.json,6,7628
20/prob20a/b/density_0.json,8,7917
20/prob20a/b/density_0.json,10,9132
20/prob20a/c/density_0.1.json,2,10450
20/prob20a/c/density_0.1.json,4,9695
20/prob20a/c/density_0.1.json,6,11214
20/prob20a/c/density_0.1.json,8,10433
20/prob20a/c/density_0.1.json,10,9934
20/prob20a/c/density_0.5.json,2,11019
20/prob20a/c/density_0.5.json,4,12050
20/prob20a/c/density_0.5.json,6,11345
20/prob20a/c/density_0.5.json,8,11118
20/prob20a/c/density_0.5.json,10,11034
20/prob20a/c/density_0.25.json,2,10366
20/prob20a/c/density_0.25.json,4,11728
20/prob20a/c/density_0.25.json,6,11280
20/prob20a/c/density_0.25.json,8,11187
20/prob20a/c/density_0.25.json,10,11280
20/prob20a/c/density_0.75.json,2,11420
20/prob20a/c/density_0.75.json,4,12596
20/prob20a/c/density_0.75.json,6,13044
20/prob20a/c/density_0.75.json,8,13044
20/prob20a/c/density_0.75.json,10,11814
20/prob20a/c/density_0.json,2,7890
20/prob20a/c/density_0.json,4,8366
20/prob20a/c/density_0.json,6,7628
20/prob20a/c/density_0.json,8,7917
20/prob20a/c/density_0.json,10,9132
20/prob20a/d/density_0.1.json,2,8783
20/prob20a/d/density_0.1.json,4,8783
20/prob20a/d/density_0.1.json,6,10522
20/prob20a/d/density_0.1.json,8,8165
20/prob20a/d/density_0.1.json,10,8189
20/prob20a/d/density_0.5.json,2,11302
20/prob20a/d/density_0.5.json,4,11473
20/prob20a/d/density_0.5.json,6,11372
20/prob20a/d/density_0.5.json,8,10760
20/prob20a/d/density_0.5.json,10,11172
20/prob20a/d/density_0.25.json,2,11399
20/prob20a/d/density_0.25.json,4,10543
20/prob20a/d/density_0.25.json,6,11747
20/prob20a/d/density_0.25.json,8,9905
20/prob20a/d/density_0.25.json,10,10373
20/prob20a/d/density_0.75.json,2,11483
20/prob20a/d/density_0.75.json,4,11483
20/prob20a/d/density_0.75.json,6,11522
20/prob20a/d/density_0.75.json,8,11522
20/prob20a/d/density_0.75.json,10,11827
20/prob20a/d/density_0.json,2,7890
20/prob20a/d/density_0.json,4,8366
20/prob20a/d/density_0.json,6,7628
20/prob20a/d/density_0.json,8,7917
20/prob20a/d/density_0.json,10,9132
20/prob20a/e/density_0.1.json,2,10587
20/prob20a/e/density_0.1.json,4,9928
20/prob20a/e/density_0.1.json,6,9058
20/prob20a/e/density_0.1.json,8,9477
20/prob20a/e/density_0.1.json,10,9908
20/prob20a/e/density_0.5.json,2,11931
20/prob20a/e/density_0.5.json,4,11931
20/prob20a/e/density_0.5.json,6,12121
20/prob20a/e/density_0.5.json,8,12110
20/prob20a/e/density_0.5.json,10,12269
20/prob20a/e/density_0.25.json,2,11362
20/prob20a/e/density_0.25.json,4,11188
20/prob20a/e/density_0.25.json,6,10741
20/prob20a/e/density_0.25.json,8,10741
20/prob20a/e/density_0.25.json,10,11367
20/prob20a/e/density_0.75.json,2,12176
20/prob20a/e/density_0.75.json,4,12176
20/prob20a/e/density_0.75.json,6,13427
20/prob20a/e/density_0.75.json,8,13750
20/prob20a/e/density_0.75.json,10,11948
20/prob20a/e/density_0.json,2,7890
20/prob20a/e/density_0.json,4,8366
20/prob20a/e/density_0.json,6,7628
20/prob20a/e/density_0.json,8,7917
20/prob20a/e/density_0.json,10,9132
20/prob20b/a/density_0.1.json,2,10339
20/prob20b/a/density_0.1.json,4,10820
20/prob20b/a/density_0.1.json,6,11101
20/prob20b/a/density_0.1.json,8,12125
20/prob20b/a/density_0.1.json,10,12377
20/prob20b/a/density_0.5.json,2,13019
20/prob20b/a/density_0.5.json,4,13019
20/prob20b/a/density_0.5.json,6,14209
20/prob20b/a/density_0.5.json,8,14204
20/prob20b/a/density_0.5.json,10,13362
20/prob20b/a/density_0.25.json,2,12251
20/prob20b/a/density_0.25.json,4,13842
20/prob20b/a/density_0.25.json,6,12662
20/prob20b/a/density_0.25.json,8,12552
20/prob20b/a/density_0.25.json,10,13647
20/prob20b/a/density_0.75.json,2,14961
20/prob20b/a/density_0.75.json,4,15089
20/prob20b/a/density_0.75.json,6,15133
20/prob20b/a/density_0.75.json,8,13936
20/prob20b/a/density_0.75.json,10,13936
20/prob20b/a/density_0.json,2,7211
20/prob20b/a/density_0.json,4,10350
20/prob20b/a/density_0.json,6,11366
20/prob20b/a/density_0.json,8,12912
20/prob20b/a/density_0.json,10,11952
20/prob20b/b/density_0.1.json,2,10853
20/prob20b/b/density_0.1.json,4,10183
20/prob20b/b/density_0.1.json,6,10343
20/prob20b/b/density_0.1.json,8,11323
20/prob20b/b/density_0.1.json,10,12387
20/prob20b/b/density_0.5.json,2,15737
20/prob20b/b/density_0.5.json,4,13528
20/prob20b/b/density_0.5.json,6,14201
20/prob20b/b/density_0.5.json,8,12462
20/prob20b/b/density_0.5.json,10,13641
20/prob20b/b/density_0.25.json,2,12676
20/prob20b/b/density_0.25.json,4,12475
20/prob20b/b/density_0.25.json,6,11267
20/prob20b/b/density_0.25.json,8,12512
20/prob20b/b/density_0.25.json,10,12794
20/prob20b/b/density_0.75.json,2,13935
20/prob20b/b/density_0.75.json,4,15139
20/prob20b/b/density_0.75.json,6,15372
20/prob20b/b/density_0.75.json,8,14964
20/prob20b/b/density_0.75.json,10,14703
20/prob20b/b/density_0.json,2,7211
20/prob20b/b/density_0.json,4,10350
20/prob20b/b/density_0.json,6,11366
20/prob20b/b/density_0.json,8,12912
20/prob20b/b/density_0.json,10,11952
20/prob20b/c/density_0.1.json,2,10828
20/prob20b/c/density_0.1.json,4,10799
20/prob20b/c/density_0.1.json,6,10706
20/prob20b/c/density_0.1.json,8,11591
20/prob20b/c/density_0.1.json,10,11527
20/prob20b/c/density_0.5.json,2,15080
20/prob20b/c/density_0.5.json,4,14015
20/prob20b/c/density_0.5.json,6,13942
20/prob20b/c/density_0.5.json,8,14303
20/prob20b/c/density_0.5.json,10,13490
20/prob20b/c/density_0.25.json,2,13062
20/prob20b/c/density_0.25.json,4,13614
20/prob20b/c/density_0.25.json,6,13123
20/prob20b/c/density_0.25.json,8,11689
20/prob20b/c/density_0.25.json,10,12797
20/prob20b/c/density_0.75.json,2,14975
20/prob20b/c/density_0.75.json,4,13777
20/prob20b/c/density_0.75.json,6,14881
20/prob20b/c/density_0.75.json,8,14881
20/prob20b/c/density_0.75.json,10,14917
20/prob20b/c/density_0.json,2,7211
20/prob20b/c/density_0.json,4,10350
20/prob20b/c/density_0.json,6,11366
20/prob20b/c/density_0.json,8,12912
20/prob20b/c/density_0.json,10,11952
20/prob20b/d/density_0.1.json,2,10773
20/prob20b/d/density_0.1.json,4,9354
20/prob20b/d/density_0.1.json,6,10068
20/prob20b/d/density_0.1.json,8,11042
20/prob20b/d/density_0.1.json,10,12337
20/prob20b/d/density_0.5.json,2,14542
20/prob20b/d/density_0.5.json,4,16102
20/prob20b/d/density_0.5.json,6,15717
20/prob20b/d/density_0.5.json,8,14229
20/prob20b/d/density_0.5.json,10,14741
20/prob20b/d/density_0.25.json,2,13444
20/prob20b/d/density_0.25.json,4,13482
20/prob20b/d/density_0.25.json,6,13112
20/prob20b/d/density_0.25.json,8,14093
20/prob20b/d/density_0.25.json,10,14497
20/prob20b/d/density_0.75.json,2,14906
20/prob20b/d/density_0.75.json,4,14621
20/prob20b/d/density_0.75.json,6,14978
20/prob20b/d/density_0.75.json,8,14812
20/prob20b/d/density_0.75.json,10,14545
20/prob20b/d/density_0.json,2,7211
20/prob20b/d/density_0.json,4,10350
20/prob20b/d/density_0.json,6,11366
20/prob20b/d/density_0.json,8,12912
20/prob20b/d/density_0.json,10,11952
20/prob20b/e/density_0.1.json,2,11326
20/prob20b/e/density_0.1.json,4,11798
20/prob20b/e/density_0.1.json,6,12851
20/prob20b/e/density_0.1.json,8,11481
20/prob20b/e/density_0.1.json,10,12250
20/prob20b/e/density_0.5.json,2,15880
20/prob20b/e/density_0.5.json,4,15365
20/prob20b/e/density_0.5.json,6,14701
20/prob20b/e/density_0.5.json,8,15673
20/prob20b/e/density_0.5.json,10,14816
20/prob20b/e/density_0.25.json,2,11524
20/prob20b/e/density_0.25.json,4,11524
20/prob20b/e/density_0.25.json,6,11818
20/prob20b/e/density_0.25.json,8,11806
20/prob20b/e/density_0.25.json,10,12986
20/prob20b/e/density_0.75.json,2,14846
20/prob20b/e/density_0.75.json,4,14846
20/prob20b/e/density_0.75.json,6,14846
20/prob20b/e/density_0.75.json,8,14846
20/prob20b/e/density_0.75.json,10,15255
20/prob20b/e/density_0.json,2,7211
20/prob20b/e/density_0.json,4,10350
20/prob20b/e/density_0.json,6,11366
20/prob20b/e/density_0.json,8,12912
20/prob20b/e/density_0.json,10,11952
20/prob20c/a/density_0.1.json,2,11103
20/prob20c/a/density_0.1.json,4,11194
20/prob20c/a/density_0.1.json,6,11397
20/prob20c/a/density_0.1.json,8,11825
20/prob20c/a/density_0.1.json,10,12347
20/prob20c/a/density_0.5.json,2,13463
20/prob20c/a/density_0.5.json,4,13920
