Instancia,%Inc,Numero iteracion,Costo de iteracion
/25/prob25e/e,0.25,10,18523
/25/prob25e/e,0.25,11,18394
/25/prob25e/e,0.25,12,18362
/25/prob25e/e,0.25,13,18352
/25/prob25e/e,0.75,0,26366
/25/prob25e/e,0.75,1,24110
/25/prob25e/e,0.75,2,22356
/25/prob25e/e,0.75,3,20811
/25/prob25e/e,0.75,4,19799
/25/prob25e/e,0.75,5,19455
/25/prob25e/e,0.75,6,19134
/25/prob25e/e,0.75,7,18877
/25/prob25e/e,0.75,8,18732
/25/prob25e/e,0.75,9,18525
/25/prob25e/e,0.75,10,18523
/25/prob25e/e,0.75,11,18394
/25/prob25e/e,0.75,12,18362
/25/prob25e/e,0.75,13,18352
/25/prob25e/e,0,0,26366
/25/prob25e/e,0,1,24110
/25/prob25e/e,0,2,22356
/25/prob25e/e,0,3,20811
/25/prob25e/e,0,4,19799
/25/prob25e/e,0,5,19455
/25/prob25e/e,0,6,19134
/25/prob25e/e,0,7,18877
/25/prob25e/e,0,8,18732
/25/prob25e/e,0,9,18525
/25/prob25e/e,0,10,18523
/25/prob25e/e,0,11,18394
/25/prob25e/e,0,12,18362
/25/prob25e/e,0,13,18352
/30/prob30a/a,0.1,0,32169
/30/prob30a/a,0.1,1,29903
/30/prob30a/a,0.1,2,28251
/30/prob30a/a,0.1,3,26946
/30/prob30a/a,0.1,4,25976
/30/prob30a/a,0.1,5,25372
/30/prob30a/a,0.1,6,24890
/30/prob30a/a,0.1,7,24515
/30/prob30a/a,0.1,8,24342
/30/prob30a/a,0.1,9,24184
/30/prob30a/a,0.1,10,24160
/30/prob30a/a,0.5,0,32169
/30/prob30a/a,0.5,1,29903
/30/prob30a/a,0.5,2,28251
/30/prob30a/a,0.5,3,26946
/30/prob30a/a,0.5,4,25976
/30/prob30a/a,0.5,5,25372
/30/prob30a/a,0.5,6,24890
/30/prob30a/a,0.5,7,24515
/30/prob30a/a,0.5,8,24342
/30/prob30a/a,0.5,9,24184
/30/prob30a/a,0.5,10,24160
/30/prob30a/a,0.25,0,32169
/30/prob30a/a,0.25,1,29903
/30/prob30a/a,0.25,2,28251
/30/prob30a/a,0.25,3,26946
/30/prob30a/a,0.25,4,25976
/30/prob30a/a,0.25,5,25372
/30/prob30a/a,0.25,6,24890
/30/prob30a/a,0.25,7,24515
/30/prob30a/a,0.25,8,24342
/30/prob30a/a,0.25,9,24184
/30/prob30a/a,0.25,10,24160
/30/prob30a/a,0.75,0,32169
/30/prob30a/a,0.75,1,29903
/30/prob30a/a,0.75,2,28251
/30/prob30a/a,0.75,3,26946
/30/prob30a/a,0.75,4,25976
/30/prob30a/a,0.75,5,25372
/30/prob30a/a,0.75,6,24890
/30/prob30a/a,0.75,7,24515
/30/prob30a/a,0.75,8,24342
/30/prob30a/a,0.75,9,24184
/30/prob30a/a,0.75,10,24160
/30/prob30a/a,0,0,32169
/30/prob30a/a,0,1,29903
/30/prob30a/a,0,2,28251
/30/prob30a/a,0,3,26946
/30/prob30a/a,0,4,25976
/30/prob30a/a,0,5,25372
/30/prob30a/a,0,6,24890
/30/prob30a/a,0,7,24515
/30/prob30a/a,0,8,24342
/30/prob30a/a,0,9,24184
/30/prob30a/a,0,10,24160
/30/prob30a/b,0.1,0,32169
/30/prob30a/b,0.1,1,29903
/30/prob30a/b,0.1,2,28251
/30/prob30a/b,0.1,3,26946
/30/prob30a/b,0.1,4,25976
/30/prob30a/b,0.1,5,25372
/30/prob30a/b,0.1,6,24890
/30/prob30a/b,0.1,7,24515
/30/prob30a/b,0.1,8,24342
/30/prob30a/b,0.1,9,24184
/30/prob30a/b,0.1,10,24160
/30/prob30a/b,0.5,0,32169
/30/prob30a/b,0.5,1,29903
/30/prob30a/b,0.5,2,28251
/30/prob30a/b,0.5,3,26946
/30/prob30a/b,0.5,4,25976
/30/prob30a/b,0.5,5,25372
/30/prob30a/b,0.5,6,24890
/30/prob30a/b,0.5,7,24515
/30/prob30a/b,0.5,8,24342
/30/prob30a/b,0.5,9,24184
/30/prob30a/b,0.5,10,24160
/30/prob30a/b,0.25,0,32169
/30/prob30a/b,0.25,1,29903
/30/prob30a/b,0.25,2,28251
/30/prob30a/b,0.25,3,26946
/30/prob30a/b,0.25,4,25976
/30/prob30a/b,0.25,5,25372
/30/prob30a/b,0.25,6,24890
/30/prob30a/b,0.25,7,24515
/30/prob30a/b,0.25,8,24342
/30/prob30a/b,0.25,9,24184
/30/prob30a/b,0.25,10,24160
/30/prob30a/b,0.75,0,32169
/30/prob30a/b,0.75,1,29903
/30/prob30a/b,0.75,2,28251
/30/prob30a/b,0.75,3,26946
/30/prob30a/b,0.75,4,25976
/30/prob30a/b,0.75,5,25372
/30/prob30a/b,0.75,6,24890
/30/prob30a/b,0.75,7,24515
/30/prob30a/b,0.75,8,24342
/30/prob30a/b,0.75,9,24184
/30/prob30a/b,0.75,10,24160
/30/prob30a/b,0,0,32169
/30/prob30a/b,0,1,29903
/30/prob30a/b,0,2,28251
/30/prob30a/b,0,3,26946
/30/prob30a/b,0,4,25976
/30/prob30a/b,0,5,25372
/30/prob30a/b,0,6,24890
/30/prob30a/b,0,7,24515
/30/prob30a/b,0,8,24342
/30/prob30a/b,0,9,24184
/30/prob30a/b,0,10,24160
/30/prob30a/c,0.1,0,32169
/30/prob30a/c,0.1,1,29903
/30/prob30a/c,0.1,2,28251
/30/prob30a/c,0.1,3,26946
/30/prob30a/c,0.1,4,25976
/30/prob30a/c,0.1,5,25372
/30/prob30a/c,0.1,6,24890
/30/prob30a/c,0.1,7,24515
/30/prob30a/c,0.1,8,24342
/30/prob30a/c,0.1,9,24184
/30/prob30a/c,0.1,10,24160
/30/prob30a/c,0.5,0,32169
/30/prob30a/c,0.5,1,29903
/30/prob30a/c,0.5,2,28251
/30/prob30a/c,0.5,3,26946
/30/prob30a/c,0.5,4,25976
/30/prob30a/c,0.5,5,25372
/30/prob30a/c,0.5,6,24890
/30/prob30a/c,0.5,7,24515
/30/prob30a/c,0.5,8,24342
/30/prob30a/c,0.5,9,24184
/30/prob30a/c,0.5,10,24160
/30/prob30a/c,0.25,0,32169
/30/prob30a/c,0.25,1,29903
/30/prob30a/c,0.25,2,28251
/30/prob30a/c,0.25,3,26946
/30/prob30a/c,0.25,4,25976
/30/prob30a/c,0.25,5,25372
/30/prob30a/c,0.25,6,24890
/30/prob30a/c,0.25,7,24515
/30/prob30a/c,0.25,8,24342
/30/prob30a/c,0.25,9,24184
/30/prob30a/c,0.25,10,24160
/30/prob30a/c,0.75,0,32169
/30/prob30a/c,0.75,1,29903
/30/prob30a/c,0.75,2,28251
/30/prob30a/c,0.75,3,26946
/30/prob30a/c,0.75,4,25976
/30/prob30a/c,0.75,5,25372
/30/prob30a/c,0.75,6,24890
/30/prob30a/c,0.75,7,24515
/30/prob30a/c,0.75,8,24342
/30/prob30a/c,0.75,9,24184
/30/prob30a/c,0.75,10,24160
/30/prob30a/c,0,0,32169
/30/prob30a/c,0,1,29903
/30/prob30a/c,0,2,28251
/30/prob30a/c,0,3,26946
/30/prob30a/c,0,4,25976
/30/prob30a/c,0,5,25372
/30/prob30a/c,0,6,24890
/30/prob30a/c,0,7,24515
/30/prob30a/c,0,8,24342
/30/prob30a/c,0,9,24184
/30/prob30a/c,0,10,24160
/30/prob30a/d,0.1,0,32169
/30/prob30a/d,0.1,1,29903
/30/prob30a/d,0.1,2,28251
/30/prob30a/d,0.1,3,26946
/30/prob30a/d,0.1,4,25976
/30/prob30a/d,0.1,5,25372
/30/prob30a/d,0.1,6,24890
/30/prob30a/d,0.1,7,24515
/30/prob30a/d,0.1,8,24342
/30/prob30a/d,0.1,9,24184
/30/prob30a/d,0.1,10,24160
/30/prob30a/d,0.5,0,32169
/30/prob30a/d,0.5,1,29903
/30/prob30a/d,0.5,2,28251
/30/prob30a/d,0.5,3,26946
/30/prob30a/d,0.5,4,25976
/30/prob30a/d,0.5,5,25372
/30/prob30a/d,0.5,6,24890
/30/prob30a/d,0.5,7,24515
/30/prob30a/d,0.5,8,24342
/30/prob30a/d,0.5,9,24184
/30/prob30a/d,0.5,10,24160
/30/prob30a/d,0.25,0,32169
/30/prob30a/d,0.25,1,29903
/30/prob30a/d,0.25,2,28251
/30/prob30a/d,0.25,3,26946
/30/prob30a/d,0.25,4,25976
/30/prob30a/d,0.25,5,25372
/30/prob30a/d,0.25,6,24890
/30/prob30a/d,0.25,7,24515
/30/prob30a/d,0.25,8,24342
/30/prob30a/d,0.25,9,24184
/30/prob30a/d,0.25,10,24160
/30/prob30a/d,0.75,0,32169
/30/prob30a/d,0.75,1,29903
/30/prob30a/d,0.75,2,28251
/30/prob30a/d,0.75,3,26946
/30/prob30a/d,0.75,4,25976
/30/prob30a/d,0.75,5,25372
/30/prob30a/d,0.75,6,24890
/30/prob30a/d,0.75,7,24515
/30/prob30a/d,0.75,8,24342
/30/prob30a/d,0.75,9,24184
/30/prob30a/d,0.75,10,24160
/30/prob30a/d,0,0,32169
/30/prob30a/d,0,1,29903
/30/prob30a/d,0,2,28251
/30/prob30a/d,0,3,26946
/30/prob30a/d,0,4,25976
/30/prob30a/d,0,5,25372
/30/prob30a/d,0,6,24890
/30/prob30a/d,0,7,24515
/30/prob30a/d,0,8,24342
/30/prob30a/d,0,9,24184
/30/prob30a/d,0,10,24160
/30/prob30a/e,0.1,0,32169
/30/prob30a/e,0.1,1,29903
/30/prob30a/e,0.1,2,28251
/30/prob30a/e,0.1,3,26946
/30/prob30a/e,0.1,4,25976
/30/prob30a/e,0.1,5,25372
/30/prob30a/e,0.1,6,24890
/30/prob30a/e,0.1,7,24515
/30/prob30a/e,0.1,8,24342
/30/prob30a/e,0.1,9,24184
/30/prob30a/e,0.1,10,24160
/30/prob30a/e,0.5,0,32169
/30/prob30a/e,0.5,1,29903
/30/prob30a/e,0.5,2,28251
/30/prob30a/e,0.5,3,26946
/30/prob30a/e,0.5,4,25976
/30/prob30a/e,0.5,5,25372
/30/prob30a/e,0.5,6,24890
/30/prob30a/e,0.5,7,24515
/30/prob30a/e,0.5,8,24342
/30/prob30a/e,0.5,9,24184
/30/prob30a/e,0.5,10,24160
/30/prob30a/e,0.25,0,32169
/30/prob30a/e,0.25,1,29903
/30/prob30a/e,0.25,2,28251
/30/prob30a/e,0.25,3,26946
/30/prob30a/e,0.25,4,25976
/30/prob30a/e,0.25,5,25372
/30/prob30a/e,0.25,6,24890
/30/prob30a/e,0.25,7,24515
/30/prob30a/e,0.25,8,24342
/30/prob30a/e,0.25,9,24184
/30/prob30a/e,0.25,10,24160
/30/prob30a/e,0.75,0,32169
/30/prob30a/e,0.75,1,29903
/30/prob30a/e,0.75,2,28251
/30/prob30a/e,0.75,3,26946
/30/prob30a/e,0.75,4,25976
/30/prob30a/e,0.75,5,25372
/30/prob30a/e,0.75,6,24890
/30/prob30a/e,0.75,7,24515
/30/prob30a/e,0.75,8,24342
/30/prob30a/e,0.75,9,24184
/30/prob30a/e,0.75,10,24160
/30/prob30a/e,0,0,32169
/30/prob30a/e,0,1,29903
/30/prob30a/e,0,2,28251
/30/prob30a/e,0,3,26946
/30/prob30a/e,0,4,25976
/30/prob30a/e,0,5,25372
/30/prob30a/e,0,6,24890
/30/prob30a/e,0,7,24515
/30/prob30a/e,0,8,24342
/30/prob30a/e,0,9,24184
/30/prob30a/e,0,10,24160
/30/prob30b/a,0.1,0,30288
/30/prob30b/a,0.1,1,27408
/30/prob30b/a,0.1,2,25624
/30/prob30b/a,0.1,3,24161
/30/prob30b/a,0.1,4,23398
/30/prob30b/a,0.1,5,22952
/30/prob30b/a,0.1,6,22639
/30/prob30b/a,0.1,7,22380
/30/prob30b/a,0.1,8,22177
/30/prob30b/a,0.1,9,22028
/30/prob30b/a,0.1,10,21929
/30/prob30b/a,0.1,11,21892
/30/prob30b/a,0.1,12,21856
/30/prob30b/a,0.1,13,21814
/30/prob30b/a,0.1,14,21542
/30/prob30b/a,0.1,15,21528
/30/prob30b/a,0.5,0,30288
/30/prob30b/a,0.5,1,27408
/30/prob30b/a,0.5,2,25624
/30/prob30b/a,0.5,3,24161
/30/prob30b/a,0.5,4,23398
/30/prob30b/a,0.5,5,22952
/30/prob30b/a,0.5,6,22639
/30/prob30b/a,0.5,7,22380
/30/prob30b/a,0.5,8,22177
/30/prob30b/a,0.5,9,22028
/30/prob30b/a,0.5,10,21929
/30/prob30b/a,0.5,11,21892
/30/prob30b/a,0.5,12,21856
/30/prob30b/a,0.5,13,21814
/30/prob30b/a,0.5,14,21542
/30/prob30b/a,0.5,15,21528
/30/prob30b/a,0.25,0,30288
/30/prob30b/a,0.25,1,27408
/30/prob30b/a,0.25,2,25624
/30/prob30b/a,0.25,3,24161
/30/prob30b/a,0.25,4,23398
/30/prob30b/a,0.25,5,22952
/30/prob30b/a,0.25,6,22639
/30/prob30b/a,0.25,7,22380
/30/prob30b/a,0.25,8,22177
/30/prob30b/a,0.25,9,22028
/30/prob30b/a,0.25,10,21929
/30/prob30b/a,0.25,11,21892
/30/prob30b/a,0.25,12,21856
/30/prob30b/a,0.25,13,21814
/30/prob30b/a,0.25,14,21542
/30/prob30b/a,0.25,15,21528
/30/prob30b/a,0.75,0,30288
/30/prob30b/a,0.75,1,27408
/30/prob30b/a,0.75,2,25624
/30/prob30b/a,0.75,3,24161
/30/prob30b/a,0.75,4,23398
/30/prob30b/a,0.75,5,22952
/30/prob30b/a,0.75,6,22639
/30/prob30b/a,0.75,7,22380
/30/prob30b/a,0.75,8,22177
/30/prob30b/a,0.75,9,22028
/30/prob30b/a,0.75,10,21929
/30/prob30b/a,0.75,11,21892
/30/prob30b/a,0.75,12,21856
/30/prob30b/a,0.75,13,21814
/30/prob30b/a,0.75,14,21542
/30/prob30b/a,0.75,15,21528
/30/prob30b/a,0,0,30288
/30/prob30b/a,0,1,27408
/30/prob30b/a,0,2,25624
/30/prob30b/a,0,3,24161
/30/prob30b/a,0,4,23398
/30/prob30b/a,0,5,22952
/30/prob30b/a,0,6,22639
/30/prob30b/a,0,7,22380
/30/prob30b/a,0,8,22177
/30/prob30b/a,0,9,22028
/30/prob30b/a,0,10,21929
/30/prob30b/a,0,11,21892
/30/prob30b/a,0,12,21856
/30/prob30b/a,0,13,21814
/30/prob30b/a,0,14,21542
/30/prob30b/a,0,15,21528
/30/prob30b/b,0.1,0,30288
/30/prob30b/b,0.1,1,27408
/30/prob30b/b,0.1,2,25624
/30/prob30b/b,0.1,3,24161
/30/prob30b/b,0.1,4,23398
/30/prob30b/b,0.1,5,22952
/30/prob30b/b,0.1,6,22639
/30/prob30b/b,0.1,7,22380
/30/prob30b/b,0.1,8,22177
/30/prob30b/b,0.1,9,22028
/30/prob30b/b,0.1,10,21929
/30/prob30b/b,0.1,11,21892
/30/prob30b/b,0.1,12,21856
/30/prob30b/b,0.1,13,21814
/30/prob30b/b,0.1,14,21542
/30/prob30b/b,0.1,15,21528
/30/prob30b/b,0.5,0,30288
/30/prob30b/b,0.5,1,27408
/30/prob30b/b,0.5,2,25624
/30/prob30b/b,0.5,3,24161
/30/prob30b/b,0.5,4,23398
/30/prob30b/b,0.5,5,22952
/30/prob30b/b,0.5,6,22639
/30/prob30b/b,0.5,7,22380
/30/prob30b/b,0.5,8,22177
/30/prob30b/b,0.5,9,22028
/30/prob30b/b,0.5,10,21929
/30/prob30b/b,0.5,11,21892
/30/prob30b/b,0.5,12,21856
/30/prob30b/b,0.5,13,21814
/30/prob30b/b,0.5,14,21542
/30/prob30b/b,0.5,15,21528
/30/prob30b/b,0.25,0,30288
/30/prob30b/b,0.25,1,27408
/30/prob30b/b,0.25,2,25624
/30/prob30b/b,0.25,3,24161
/30/prob30b/b,0.25,4,23398
/30/prob30b/b,0.25,5,22952
/30/prob30b/b,0.25,6,22639
/30/prob30b/b,0.25,7,22380
/30/prob30b/b,0.25,8,22177
/30/prob30b/b,0.25,9,22028
/30/prob30b/b,0.25,10,21929
/30/prob30b/b,0.25,11,21892
/30/prob30b/b,0.25,12,21856
/30/prob30b/b,0.25,13,21814
/30/prob30b/b,0.25,14,21542
/30/prob30b/b,0.25,15,21528
/30/prob30b/b,0.75,0,30288
/30/prob30b/b,0.75,1,27408
/30/prob30b/b,0.75,2,25624
/30/prob30b/b,0.75,3,24161
/30/prob30b/b,0.75,4,23398
/30/prob30b/b,0.75,5,22952
/30/prob30b/b,0.75,6,22639
/30/prob30b/b,0.75,7,22380
/30/prob30b/b,0.75,8,22177
/30/prob30b/b,0.75,9,22028
/30/prob30b/b,0.75,10,21929
/30/prob30b/b,0.75,11,21892
/30/prob30b/b,0.75,12,21856
/30/prob30b/b,0.75,13,21814
/30/prob30b/b,0.75,14,21542
/30/prob30b/b,0.75,15,21528
/30/prob30b/b,0,0,30288
/30/prob30b/b,0,1,27408
/30/prob30b/b,0,2,25624
/30/prob30b/b,0,3,24161
/30/prob30b/b,0,4,23398
/30/prob30b/b,0,5,22952
/30/prob30b/b,0,6,22639
/30/prob30b/b,0,7,22380
/30/prob30b/b,0,8,22177
/30/prob30b/b,0,9,22028
/30/prob30b/b,0,10,21929
/30/prob30b/b,0,11,21892
/30/prob30b/b,0,12,21856
/30/prob30b/b,0,13,21814
/30/prob30b/b,0,14,21542
/30/prob30b/b,0,15,21528
/30/prob30b/c,0.1,0,30288
/30/prob30b/c,0.1,1,27408
/30/prob30b/c,0.1,2,25624
/30/prob30b/c,0.1,3,24161
/30/prob30b/c,0.1,4,23398
/30/prob30b/c,0.1,5,22952
/30/prob30b/c,0.1,6,22639
/30/prob30b/c,0.1,7,22380
/30/prob30b/c,0.1,8,22177
/30/prob30b/c,0.1,9,22028
/30/prob30b/c,0.1,10,21929
/30/prob30b/c,0.1,11,21892
/30/prob30b/c,0.1,12,21856
/30/prob30b/c,0.1,13,21814
/30/prob30b/c,0.1,14,21542
/30/prob30b/c,0.1,15,21528
/30/prob30b/c,0.5,0,30288
/30/prob30b/c,0.5,1,27408
/30/prob30b/c,0.5,2,25624
/30/prob30b/c,0.5,3,24161
/30/prob30b/c,0.5,4,23398
/30/prob30b/c,0.5,5,22952
/30/prob30b/c,0.5,6,22639
/30/prob30b/c,0.5,7,22380
/30/prob30b/c,0.5,8,22177
/30/prob30b/c,0.5,9,22028
/30/prob30b/c,0.5,10,21929
/30/prob30b/c,0.5,11,21892
/30/prob30b/c,0.5,12,21856
/30/prob30b/c,0.5,13,21814
/30/prob30b/c,0.5,14,21542
/30/prob30b/c,0.5,15,21528
/30/prob30b/c,0.25,0,30288
/30/prob30b/c,0.25,1,27408
/30/prob30b/c,0.25,2,25624
/30/prob30b/c,0.25,3,24161
/30/prob30b/c,0.25,4,23398
/30/prob30b/c,0.25,5,22952
/30/prob30b/c,0.25,6,22639
/30/prob30b/c,0.25,7,22380
/30/prob30b/c,0.25,8,22177
/30/prob30b/c,0.25,9,22028
/30/prob30b/c,0.25,10,21929
/30/prob30b/c,0.25,11,21892
/30/prob30b/c,0.25,12,21856
/30/prob30b/c,0.25,13,21814
/30/prob30b/c,0.25,14,21542
/30/prob30b/c,0.25,15,21528
/30/prob30b/c,0.75,0,30288
/30/prob30b/c,0.75,1,27408
/30/prob30b/c,0.75,2,25624
/30/prob30b/c,0.75,3,24161
/30/prob30b/c,0.75,4,23398
/30/prob30b/c,0.75,5,22952
/30/prob30b/c,0.75,6,22639
/30/prob30b/c,0.75,7,22380
/30/prob30b/c,0.75,8,22177
/30/prob30b/c,0.75,9,22028
/30/prob30b/c,0.75,10,21929
/30/prob30b/c,0.75,11,21892
/30/prob30b/c,0.75,12,21856
/30/prob30b/c,0.75,13,21814
/30/prob30b/c,0.75,14,21542
/30/prob30b/c,0.75,15,21528
/30/prob30b/c,0,0,30288
/30/prob30b/c,0,1,27408
/30/prob30b/c,0,2,25624
/30/prob30b/c,0,3,24161
/30/prob30b/c,0,4,23398
/30/prob30b/c,0,5,22952
/30/prob30b/c,0,6,22639
/30/prob30b/c,0,7,22380
/30/prob30b/c,0,8,22177
/30/prob30b/c,0,9,22028
/30/prob30b/c,0,10,21929
/30/prob30b/c,0,11,21892
/30/prob30b/c,0,12,21856
/30/prob30b/c,0,13,21814
/30/prob30b/c,0,14,21542
/30/prob30b/c,0,15,21528
/30/prob30b/d,0.1,0,30288
/30/prob30b/d,0.1,1,27408
/30/prob30b/d,0.1,2,25624
/30/prob30b/d,0.1,3,24161
/30/prob30b/d,0.1,4,23398
/30/prob30b/d,0.1,5,22952
/30/prob30b/d,0.1,6,22639
/30/prob30b/d,0.1,7,22380
/30/prob30b/d,0.1,8,22177
/30/prob30b/d,0.1,9,22028
/30/prob30b/d,0.1,10,21929
/30/prob30b/d,0.1,11,21892
/30/prob30b/d,0.1,12,21856
/30/prob30b/d,0.1,13,21814
/30/prob30b/d,0.1,14,21542
/30/prob30b/d,0.1,15,21528
/30/prob30b/d,0.5,0,30288
/30/prob30b/d,0.5,1,27408
/30/prob30b/d,0.5,2,25624
/30/prob30b/d,0.5,3,24161
/30/prob30b/d,0.5,4,23398
/30/prob30b/d,0.5,5,22952
/30/prob30b/d,0.5,6,22639
/30/prob30b/d,0.5,7,22380
/30/prob30b/d,0.5,8,22177
/30/prob30b/d,0.5,9,22028
/30/prob30b/d,0.5,10,21929
/30/prob30b/d,0.5,11,21892
/30/prob30b/d,0.5,12,21856
/30/prob30b/d,0.5,13,21814
/30/prob30b/d,0.5,14,21542
/30/prob30b/d,0.5,15,21528
/30/prob30b/d,0.25,0,30288
/30/prob30b/d,0.25,1,27408
/30/prob30b/d,0.25,2,25624
/30/prob30b/d,0.25,3,24161
/30/prob30b/d,0.25,4,23398
/30/prob30b/d,0.25,5,22952
/30/prob30b/d,0.25,6,22639
/30/prob30b/d,0.25,7,22380
/30/prob30b/d,0.25,8,22177
/30/prob30b/d,0.25,9,22028
/30/prob30b/d,0.25,10,21929
/30/prob30b/d,0.25,11,21892
/30/prob30b/d,0.25,12,21856
/30/prob30b/d,0.25,13,21814
/30/prob30b/d,0.25,14,21542
/30/prob30b/d,0.25,15,21528
/30/prob30b/d,0.75,0,30288
/30/prob30b/d,0.75,1,27408
/30/prob30b/d,0.75,2,25624
/30/prob30b/d,0.75,3,24161
/30/prob30b/d,0.75,4,23398
/30/prob30b/d,0.75,5,22952
/30/prob30b/d,0.75,6,22639
/30/prob30b/d,0.75,7,22380
/30/prob30b/d,0.75,8,22177
/30/prob30b/d,0.75,9,22028
/30/prob30b/d,0.75,10,21929
/30/prob30b/d,0.75,11,21892
/30/prob30b/d,0.75,12,21856
/30/prob30b/d,0.75,13,21814
/30/prob30b/d,0.75,14,21542
/30/prob30b/d,0.75,15,21528
/30/prob30b/d,0,0,30288
/30/prob30b/d,0,1,27408
/30/prob30b/d,0,2,25624
/30/prob30b/d,0,3,24161
/30/prob30b/d,0,4,23398
/30/prob30b/d,0,5,22952
/30/prob30b/d,0,6,22639
/30/prob30b/d,0,7,22380
/30/prob30b/d,0,8,22177
/30/prob30b/d,0,9,22028
/30/prob30b/d,0,10,21929
/30/prob30b/d,0,11,21892
/30/prob30b/d,0,12,21856
/30/prob30b/d,0,13,21814
/30/prob30b/d,0,14,21542
/30/prob30b/d,0,15,21528
/30/prob30b/e,0.1,0,30288
/30/prob30b/e,0.1,1,27408
/30/prob30b/e,0.1,2,25624
/30/prob30b/e,0.1,3,24161
/30/prob30b/e,0.1,4,23398
/30/prob30b/e,0.1,5,22952
/30/prob30b/e,0.1,6,22639
/30/prob30b/e,0.1,7,22380
/30/prob30b/e,0.1,8,22177
/30/prob30b/e,0.1,9,22028
/30/prob30b/e,0.1,10,21929
/30/prob30b/e,0.1,11,21892
/30/prob30b/e,0.1,12,21856
/30/prob30b/e,0.1,13,21814
/30/prob30b/e,0.1,14,21542
/30/prob30b/e,0.1,15,21528
/30/prob30b/e,0.5,0,30288
/30/prob30b/e,0.5,1,27408
/30/prob30b/e,0.5,2,25624
/30/prob30b/e,0.5,3,24161
/30/prob30b/e,0.5,4,23398
/30/prob30b/e,0.5,5,22952
/30/prob30b/e,0.5,6,22639
/30/prob30b/e,0.5,7,22380
/30/prob30b/e,0.5,8,22177
/30/prob30b/e,0.5,9,22028
/30/prob30b/e,0.5,10,21929
/30/prob30b/e,0.5,11,21892
/30/prob30b/e,0.5,12,21856
/30/prob30b/e,0.5,13,21814
/30/prob30b/e,0.5,14,21542
/30/prob30b/e,0.5,15,21528
/30/prob30b/e,0.25,0,30288
/30/prob30b/e,0.25,1,27408
/30/prob30b/e,0.25,2,25624
/30/prob30b/e,0.25,3,24161
/30/prob30b/e,0.25,4,23398
/30/prob30b/e,0.25,5,22952
/30/prob30b/e,0.25,6,22639
/30/prob30b/e,0.25,7,22380
/30/prob30b/e,0.25,8,22177
/30/prob30b/e,0.25,9,22028
/30/prob30b/e,0.25,10,21929
/30/prob30b/e,0.25,11,21892
/30/prob30b/e,0.25,12,21856
/30/prob30b/e,0.25,13,21814
/30/prob30b/e,0.25,14,21542
/30/prob30b/e,0.25,15,21528
/30/prob30b/e,0.75,0,30288
/30/prob30b/e,0.75,1,27408
/30/prob30b/e,0.75,2,25624
/30/prob30b/e,0.75,3,24161
/30/prob30b/e,0.75,4,23398
/30/prob30b/e,0.75,5,22952
/30/prob30b/e,0.75,6,22639
/30/prob30b/e,0.75,7,22380
/30/prob30b/e,0.75,8,22177
/30/prob30b/e,0.75,9,22028
/30/prob30b/e,0.75,10,21929
/30/prob30b/e,0.75,11,21892
/30/prob30b/e,0.75,12,21856
/30/prob30b/e,0.75,13,21814
/30/prob30b/e,0.75,14,21542
/30/prob30b/e,0.75,15,21528
/30/prob30b/e,0,0,30288
/30/prob30b/e,0,1,27408
/30/prob30b/e,0,2,25624
/30/prob30b/e,0,3,24161
/30/prob30b/e,0,4,23398
/30/prob30b/e,0,5,22952
/30/prob30b/e,0,6,22639
/30/prob30b/e,0,7,22380
/30/prob30b/e,0,8,22177
/30/prob30b/e,0,9,22028
/30/prob30b/e,0,10,21929
/30/prob30b/e,0,11,21892
/30/prob30b/e,0,12,21856
/30/prob30b/e,0,13,21814
/30/prob30b/e,0,14,21542
/30/prob30b/e,0,15,21528
/30/prob30c/a,0.1,0,31168
/30/prob30c/a,0.1,1,28596
/30/prob30c/a,0.1,2,26100
/30/prob30c/a,0.1,3,24632
/30/prob30c/a,0.1,4,23438
/30/prob30c/a,0.1,5,22722
/30/prob30c/a,0.1,6,21960
/30/prob30c/a,0.1,7,21738
/30/prob30c/a,0.1,8,21633
/30/prob30c/a,0.1,9,21498
/30/prob30c/a,0.1,10,21318
/30/prob30c/a,0.1,11,21200
/30/prob30c/a,0.1,12,21167
/30/prob30c/a,0.1,13,21137
/30/prob30c/a,0.1,14,21050
/30/prob30c/a,0.1,15,21013
/30/prob30c/a,0.1,16,20931
/30/prob30c/a,0.1,17,20885
/30/prob30c/a,0.1,18,20607
/30/prob30c/a,0.1,19,20604
/30/prob30c/a,0.5,0,31168
/30/prob30c/a,0.5,1,28596
/30/prob30c/a,0.5,2,26100
/30/prob30c/a,0.5,3,24632
/30/prob30c/a,0.5,4,23438
/30/prob30c/a,0.5,5,22722
/30/prob30c/a,0.5,6,21960
/30/prob30c/a,0.5,7,21738
/30/prob30c/a,0.5,8,21633
/30/prob30c/a,0.5,9,21498
/30/prob30c/a,0.5,10,21318
/30/prob30c/a,0.5,11,21200
/30/prob30c/a,0.5,12,21167
/30/prob30c/a,0.5,13,21137
/30/prob30c/a,0.5,14,21050
/30/prob30c/a,0.5,15,21013
/30/prob30c/a,0.5,16,20931
/30/prob30c/a,0.5,17,20885
/30/prob30c/a,0.5,18,20607
/30/prob30c/a,0.5,19,20604
/30/prob30c/a,0.25,0,31168
/30/prob30c/a,0.25,1,28596
/30/prob30c/a,0.25,2,26100
/30/prob30c/a,0.25,3,24632
