Instancia,%Inc,Numero iteracion,Costo de iteracion,Tiempo total
/5/prob5b/b,0.25,1,6070,0.00498652458190918
/5/prob5b/b,0.75,0,6062,0.005660533905029297
/5/prob5b/b,0.75,1,6062,0.005660533905029297
/5/prob5b/b,0,0,5277,0.0009953975677490234
/5/prob5b/b,0,1,5277,0.0009953975677490234
/5/prob5b/c,0.1,0,5277,0.0059893131256103516
/5/prob5b/c,0.1,1,5277,0.0059893131256103516
/5/prob5b/c,0.5,0,5532,0.006992340087890625
/5/prob5b/c,0.5,1,3914,0.006992340087890625
/5/prob5b/c,0.5,2,3914,0.006992340087890625
/5/prob5b/c,0.25,0,5106,0.006971597671508789
/5/prob5b/c,0.25,1,5106,0.006971597671508789
/5/prob5b/c,0.75,0,5531,0.007010459899902344
/5/prob5b/c,0.75,1,4402,0.007010459899902344
/5/prob5b/c,0.75,2,3913,0.007010459899902344
/5/prob5b/c,0.75,3,3913,0.007010459899902344
/5/prob5b/c,0,0,5277,0.0009958744049072266
/5/prob5b/c,0,1,5277,0.0009958744049072266
/5/prob5b/d,0.1,0,5106,0.006956577301025391
/5/prob5b/d,0.1,1,5106,0.006956577301025391
/5/prob5b/d,0.5,0,5740,0.00600886344909668
/5/prob5b/d,0.5,1,4016,0.00600886344909668
/5/prob5b/d,0.5,2,4016,0.00600886344909668
/5/prob5b/d,0.25,0,5106,0.005983829498291016
/5/prob5b/d,0.25,1,5106,0.005983829498291016
/5/prob5b/d,0.75,0,5701,0.005984067916870117
/5/prob5b/d,0.75,1,3958,0.005984067916870117
/5/prob5b/d,0.75,2,3958,0.005984067916870117
/5/prob5b/d,0,0,5277,0.0009980201721191406
/5/prob5b/d,0,1,5277,0.0009980201721191406
/5/prob5b/e,0.1,0,6070,0.005989551544189453
/5/prob5b/e,0.1,1,6070,0.005989551544189453
/5/prob5b/e,0.5,0,4810,0.006978273391723633
/5/prob5b/e,0.5,1,4165,0.006978273391723633
/5/prob5b/e,0.5,2,4165,0.006978273391723633
/5/prob5b/e,0.25,0,4686,0.005984783172607422
/5/prob5b/e,0.25,1,4686,0.005984783172607422
/5/prob5b/e,0.75,0,4810,0.005984067916870117
/5/prob5b/e,0.75,1,4165,0.005984067916870117
/5/prob5b/e,0.75,2,4165,0.005984067916870117
/5/prob5b/e,0,0,5277,0.000997304916381836
/5/prob5b/e,0,1,5277,0.000997304916381836
/5/prob5c/a,0.1,0,6895,0.005984783172607422
/5/prob5c/a,0.1,1,6895,0.005984783172607422
/5/prob5c/a,0.5,0,7465,0.0059795379638671875
/5/prob5c/a,0.5,1,6473,0.0059795379638671875
/5/prob5c/a,0.5,2,6473,0.0059795379638671875
/5/prob5c/a,0.25,0,6687,0.00598454475402832
/5/prob5c/a,0.25,1,6010,0.00598454475402832
/5/prob5c/a,0.25,2,6010,0.00598454475402832
/5/prob5c/a,0.75,0,7465,0.006981372833251953
/5/prob5c/a,0.75,1,6473,0.006981372833251953
/5/prob5c/a,0.75,2,6473,0.006981372833251953
/5/prob5c/a,0,0,6895,0.0069811344146728516
/5/prob5c/a,0,1,6895,0.0069811344146728516
/5/prob5c/b,0.1,0,6895,0.0009980201721191406
/5/prob5c/b,0.1,1,6895,0.0009980201721191406
/5/prob5c/b,0.5,0,6667,0.006980419158935547
/5/prob5c/b,0.5,1,6667,0.006980419158935547
/5/prob5c/b,0.25,0,6667,0.006981372833251953
/5/prob5c/b,0.25,1,6667,0.006981372833251953
/5/prob5c/b,0.75,0,6957,0.006981849670410156
/5/prob5c/b,0.75,1,6957,0.006981849670410156
/5/prob5c/b,0,0,6895,0.0009968280792236328
/5/prob5c/b,0,1,6895,0.0009968280792236328
/5/prob5c/c,0.1,0,6895,0.005671501159667969
/5/prob5c/c,0.1,1,6895,0.005671501159667969
/5/prob5c/c,0.5,0,7186,0.005984067916870117
/5/prob5c/c,0.5,1,6693,0.005984067916870117
/5/prob5c/c,0.5,2,6693,0.005984067916870117
/5/prob5c/c,0.25,0,6132,0.006982088088989258
/5/prob5c/c,0.25,1,6132,0.006982088088989258
/5/prob5c/c,0.75,0,7273,0.0069806575775146484
/5/prob5c/c,0.75,1,6780,0.0069806575775146484
/5/prob5c/c,0.75,2,6780,0.0069806575775146484
/5/prob5c/c,0,0,6895,0.0012421607971191406
/5/prob5c/c,0,1,6895,0.0012421607971191406
/5/prob5c/d,0.1,0,6132,0.006737470626831055
/5/prob5c/d,0.1,1,6132,0.006737470626831055
/5/prob5c/d,0.5,0,5863,0.0069806575775146484
/5/prob5c/d,0.5,1,5240,0.0069806575775146484
/5/prob5c/d,0.5,2,5240,0.0069806575775146484
/5/prob5c/d,0.25,0,6132,0.0070650577545166016
/5/prob5c/d,0.25,1,6132,0.0070650577545166016
/5/prob5c/d,0.75,0,5999,0.005900382995605469
/5/prob5c/d,0.75,1,5376,0.005900382995605469
/5/prob5c/d,0.75,2,5376,0.005900382995605469
/5/prob5c/d,0,0,6895,0.000997781753540039
/5/prob5c/d,0,1,6895,0.000997781753540039
/5/prob5c/e,0.1,0,6667,0.005983829498291016
/5/prob5c/e,0.1,1,6667,0.005983829498291016
/5/prob5c/e,0.5,0,6237,0.00598454475402832
/5/prob5c/e,0.5,1,6232,0.00598454475402832
/5/prob5c/e,0.5,2,6232,0.00598454475402832
/5/prob5c/e,0.25,0,5735,0.005984306335449219
/5/prob5c/e,0.25,1,5735,0.005984306335449219
/5/prob5c/e,0.75,0,6237,0.00698089599609375
/5/prob5c/e,0.75,1,6232,0.00698089599609375
/5/prob5c/e,0.75,2,6232,0.00698089599609375
/5/prob5c/e,0,0,6895,0.0009975433349609375
/5/prob5c/e,0,1,6895,0.0009975433349609375
/5/prob5d/a,0.1,0,5590,0.00699925422668457
/5/prob5d/a,0.1,1,5590,0.00699925422668457
/5/prob5d/a,0.5,0,4684,0.005984067916870117
/5/prob5d/a,0.5,1,4684,0.005984067916870117
/5/prob5d/a,0.25,0,4808,0.006772279739379883
/5/prob5d/a,0.25,1,4526,0.006772279739379883
/5/prob5d/a,0.25,2,4526,0.006772279739379883
/5/prob5d/a,0.75,0,4684,0.006981611251831055
/5/prob5d/a,0.75,1,4684,0.006981611251831055
/5/prob5d/a,0,0,5590,0.006011962890625
/5/prob5d/a,0,1,5590,0.006011962890625
/5/prob5d/b,0.1,0,5590,0.0010001659393310547
/5/prob5d/b,0.1,1,5590,0.0010001659393310547
/5/prob5d/b,0.5,0,4945,0.006011009216308594
/5/prob5d/b,0.5,1,4945,0.006011009216308594
/5/prob5d/b,0.25,0,4945,0.006011247634887695
/5/prob5d/b,0.25,1,4945,0.006011247634887695
/5/prob5d/b,0.75,0,5145,0.0059506893157958984
/5/prob5d/b,0.75,1,5145,0.0059506893157958984
/5/prob5d/b,0,0,5590,0.0010247230529785156
/5/prob5d/b,0,1,5590,0.0010247230529785156
/5/prob5d/c,0.1,0,5590,0.005984783172607422
/5/prob5d/c,0.1,1,5590,0.005984783172607422
/5/prob5d/c,0.5,0,5071,0.006403207778930664
/5/prob5d/c,0.5,1,4817,0.006403207778930664
/5/prob5d/c,0.5,2,4817,0.006403207778930664
/5/prob5d/c,0.25,0,5360,0.005987644195556641
/5/prob5d/c,0.25,1,5360,0.005987644195556641
/5/prob5d/c,0.75,0,5243,0.005984067916870117
/5/prob5d/c,0.75,1,4926,0.005984067916870117
/5/prob5d/c,0.75,2,4926,0.005984067916870117
/5/prob5d/c,0,0,5590,0.0009965896606445312
/5/prob5d/c,0,1,5590,0.0009965896606445312
/5/prob5d/d,0.1,0,5360,0.005985260009765625
/5/prob5d/d,0.1,1,5360,0.005985260009765625
/5/prob5d/d,0.5,0,3869,0.006024360656738281
/5/prob5d/d,0.5,1,3667,0.006024360656738281
/5/prob5d/d,0.5,2,3667,0.006024360656738281
/5/prob5d/d,0.25,0,5360,0.00594329833984375
/5/prob5d/d,0.25,1,5360,0.00594329833984375
/5/prob5d/d,0.75,0,4490,0.006566762924194336
/5/prob5d/d,0.75,1,4097,0.006566762924194336
/5/prob5d/d,0.75,2,4035,0.006566762924194336
/5/prob5d/d,0.75,3,4035,0.006566762924194336
/5/prob5d/d,0,0,5590,0.0009922981262207031
/5/prob5d/d,0,1,5590,0.0009922981262207031
/5/prob5d/e,0.1,0,4945,0.006925821304321289
/5/prob5d/e,0.1,1,4945,0.006925821304321289
/5/prob5d/e,0.5,0,5610,0.006022214889526367
/5/prob5d/e,0.5,1,5259,0.006022214889526367
/5/prob5d/e,0.5,2,5259,0.006022214889526367
/5/prob5d/e,0.25,0,5496,0.005983591079711914
/5/prob5d/e,0.25,1,5496,0.005983591079711914
/5/prob5d/e,0.75,0,5610,0.005984306335449219
/5/prob5d/e,0.75,1,5259,0.005984306335449219
/5/prob5d/e,0.75,2,5259,0.005984306335449219
/5/prob5d/e,0,0,5590,0.0009996891021728516
/5/prob5d/e,0,1,5590,0.0009996891021728516
/5/prob5e/a,0.1,0,4803,0.005983114242553711
/5/prob5e/a,0.1,1,4803,0.005983114242553711
/5/prob5e/a,0.5,0,5400,0.005984067916870117
/5/prob5e/a,0.5,1,3613,0.005984067916870117
/5/prob5e/a,0.5,2,3613,0.005984067916870117
/5/prob5e/a,0.25,0,5553,0.006981611251831055
/5/prob5e/a,0.25,1,4748,0.006981611251831055
/5/prob5e/a,0.25,2,4748,0.006981611251831055
/5/prob5e/a,0.75,0,5400,0.0069811344146728516
/5/prob5e/a,0.75,1,3613,0.0069811344146728516
/5/prob5e/a,0.75,2,3613,0.0069811344146728516
/5/prob5e/a,0,0,4803,0.006980419158935547
/5/prob5e/a,0,1,4803,0.006980419158935547
/5/prob5e/b,0.1,0,4803,0.0009980201721191406
/5/prob5e/b,0.1,1,4803,0.0009980201721191406
/5/prob5e/b,0.5,0,4102,0.005983829498291016
/5/prob5e/b,0.5,1,4102,0.005983829498291016
/5/prob5e/b,0.25,0,4102,0.005580902099609375
/5/prob5e/b,0.25,1,4102,0.005580902099609375
/5/prob5e/b,0.75,0,5972,0.006014823913574219
/5/prob5e/b,0.75,1,5972,0.006014823913574219
/5/prob5e/b,0,0,4803,0.000997304916381836
/5/prob5e/b,0,1,4803,0.000997304916381836
/5/prob5e/c,0.1,0,4803,0.006014108657836914
/5/prob5e/c,0.1,1,4803,0.006014108657836914
/5/prob5e/c,0.5,0,5074,0.005984067916870117
/5/prob5e/c,0.5,1,4160,0.005984067916870117
/5/prob5e/c,0.5,2,4160,0.005984067916870117
/5/prob5e/c,0.25,0,5232,0.005491971969604492
/5/prob5e/c,0.25,1,5232,0.005491971969604492
/5/prob5e/c,0.75,0,5221,0.005984306335449219
/5/prob5e/c,0.75,1,3663,0.005984306335449219
/5/prob5e/c,0.75,2,3663,0.005984306335449219
/5/prob5e/c,0,0,4803,0.0
/5/prob5e/c,0,1,4803,0.0
/5/prob5e/d,0.1,0,5232,0.005983591079711914
/5/prob5e/d,0.1,1,5232,0.005983591079711914
/5/prob5e/d,0.5,0,4842,0.005983591079711914
/5/prob5e/d,0.5,1,4037,0.005983591079711914
/5/prob5e/d,0.5,2,4037,0.005983591079711914
/5/prob5e/d,0.25,0,5232,0.005984067916870117
/5/prob5e/d,0.25,1,5232,0.005984067916870117
/5/prob5e/d,0.75,0,4813,0.005984306335449219
/5/prob5e/d,0.75,1,3666,0.005984306335449219
/5/prob5e/d,0.75,2,3666,0.005984306335449219
/5/prob5e/d,0,0,4803,0.000997781753540039
/5/prob5e/d,0,1,4803,0.000997781753540039
/5/prob5e/e,0.1,0,4102,0.005985260009765625
/5/prob5e/e,0.1,1,4102,0.005985260009765625
/5/prob5e/e,0.5,0,4452,0.005984783172607422
/5/prob5e/e,0.5,1,3744,0.005984783172607422
/5/prob5e/e,0.5,2,3744,0.005984783172607422
/5/prob5e/e,0.25,0,4418,0.006522178649902344
/5/prob5e/e,0.25,1,4418,0.006522178649902344
/5/prob5e/e,0.75,0,4452,0.0059833526611328125
/5/prob5e/e,0.75,1,3744,0.0059833526611328125
/5/prob5e/e,0.75,2,3744,0.0059833526611328125
/5/prob5e/e,0,0,4803,0.0009982585906982422
/5/prob5e/e,0,1,4803,0.0009982585906982422
/10/prob10a/a,0.1,0,10267,0.006980419158935547
/10/prob10a/a,0.1,1,10267,0.006980419158935547
/10/prob10a/a,0.5,0,10010,0.006981372833251953
/10/prob10a/a,0.5,1,10010,0.006981372833251953
/10/prob10a/a,0.25,0,11271,0.0069806575775146484
/10/prob10a/a,0.25,1,11271,0.0069806575775146484
/10/prob10a/a,0.75,0,10414,0.006982088088989258
/10/prob10a/a,0.75,1,10299,0.006982088088989258
/10/prob10a/a,0.75,2,10299,0.006982088088989258
/10/prob10a/a,0,0,9935,0.007012367248535156
/10/prob10a/a,0,1,9935,0.007012367248535156
/10/prob10a/b,0.1,0,9200,0.006981372833251953
/10/prob10a/b,0.1,1,9200,0.006981372833251953
/10/prob10a/b,0.5,0,11491,0.006981611251831055
/10/prob10a/b,0.5,1,10127,0.006981611251831055
/10/prob10a/b,0.5,2,10127,0.006981611251831055
/10/prob10a/b,0.25,0,10967,0.007978677749633789
/10/prob10a/b,0.25,1,10277,0.007978677749633789
/10/prob10a/b,0.25,2,10277,0.007978677749633789
/10/prob10a/b,0.75,0,11390,0.010970830917358398
/10/prob10a/b,0.75,1,10210,0.010970830917358398
/10/prob10a/b,0.75,2,10078,0.010970830917358398
/10/prob10a/b,0.75,3,9907,0.010970830917358398
/10/prob10a/b,0.75,4,9882,0.010970830917358398
/10/prob10a/b,0.75,5,9601,0.010970830917358398
/10/prob10a/b,0.75,6,9601,0.010970830917358398
/10/prob10a/b,0,0,9935,0.0069811344146728516
/10/prob10a/b,0,1,9935,0.0069811344146728516
/10/prob10a/c,0.1,0,10387,0.006981849670410156
/10/prob10a/c,0.1,1,10387,0.006981849670410156
/10/prob10a/c,0.5,0,10021,0.006981611251831055
/10/prob10a/c,0.5,1,9906,0.006981611251831055
/10/prob10a/c,0.5,2,9588,0.006981611251831055
/10/prob10a/c,0.5,3,9588,0.006981611251831055
/10/prob10a/c,0.25,0,11198,0.006981372833251953
/10/prob10a/c,0.25,1,10156,0.006981372833251953
/10/prob10a/c,0.25,2,10156,0.006981372833251953
/10/prob10a/c,0.75,0,10451,0.010970115661621094
/10/prob10a/c,0.75,1,10193,0.010970115661621094
/10/prob10a/c,0.75,2,9868,0.010970115661621094
/10/prob10a/c,0.75,3,9312,0.010970115661621094
/10/prob10a/c,0.75,4,9296,0.010970115661621094
/10/prob10a/c,0.75,5,9296,0.010970115661621094
/10/prob10a/c,0,0,9935,0.006981372833251953
/10/prob10a/c,0,1,9935,0.006981372833251953
/10/prob10a/d,0.1,0,11731,0.006981611251831055
/10/prob10a/d,0.1,1,10906,0.006981611251831055
/10/prob10a/d,0.1,2,10906,0.006981611251831055
/10/prob10a/d,0.5,0,12190,0.007978439331054688
/10/prob10a/d,0.5,1,10935,0.007978439331054688
/10/prob10a/d,0.5,2,10826,0.007978439331054688
/10/prob10a/d,0.5,3,10700,0.007978439331054688
/10/prob10a/d,0.5,4,10700,0.007978439331054688
/10/prob10a/d,0.25,0,9296,0.00699305534362793
/10/prob10a/d,0.25,1,9296,0.00699305534362793
/10/prob10a/d,0.75,0,12866,0.008963346481323242
/10/prob10a/d,0.75,1,11611,0.008963346481323242
/10/prob10a/d,0.75,2,11417,0.008963346481323242
/10/prob10a/d,0.75,3,11290,0.008963346481323242
/10/prob10a/d,0.75,4,11290,0.008963346481323242
/10/prob10a/d,0,0,9935,0.007010459899902344
/10/prob10a/d,0,1,9935,0.007010459899902344
/10/prob10a/e,0.1,0,11568,0.006982326507568359
/10/prob10a/e,0.1,1,10854,0.006982326507568359
/10/prob10a/e,0.1,2,10854,0.006982326507568359
/10/prob10a/e,0.5,0,10819,0.007979393005371094
/10/prob10a/e,0.5,1,10240,0.007979393005371094
/10/prob10a/e,0.5,2,10232,0.007979393005371094
/10/prob10a/e,0.5,3,9997,0.007979393005371094
/10/prob10a/e,0.5,4,9997,0.007979393005371094
/10/prob10a/e,0.25,0,11999,0.0070111751556396484
/10/prob10a/e,0.25,1,10957,0.0070111751556396484
/10/prob10a/e,0.25,2,10811,0.0070111751556396484
/10/prob10a/e,0.25,3,10811,0.0070111751556396484
/10/prob10a/e,0.75,0,11406,0.0069811344146728516
/10/prob10a/e,0.75,1,10045,0.0069811344146728516
/10/prob10a/e,0.75,2,10045,0.0069811344146728516
/10/prob10a/e,0,0,9935,0.006981611251831055
/10/prob10a/e,0,1,9935,0.006981611251831055
/10/prob10b/a,0.1,0,10027,0.006981372833251953
/10/prob10b/a,0.1,1,10027,0.006981372833251953
/10/prob10b/a,0.5,0,10671,0.0069811344146728516
/10/prob10b/a,0.5,1,9947,0.0069811344146728516
/10/prob10b/a,0.5,2,9947,0.0069811344146728516
/10/prob10b/a,0.25,0,9545,0.006982088088989258
/10/prob10b/a,0.25,1,9545,0.006982088088989258
/10/prob10b/a,0.75,0,11024,0.007815122604370117
/10/prob10b/a,0.75,1,10728,0.007815122604370117
/10/prob10b/a,0.75,2,10601,0.007815122604370117
/10/prob10b/a,0.75,3,10601,0.007815122604370117
/10/prob10b/a,0,0,9748,0.006719827651977539
/10/prob10b/a,0,1,9748,0.006719827651977539
/10/prob10b/b,0.1,0,10723,0.005984306335449219
/10/prob10b/b,0.1,1,10723,0.005984306335449219
/10/prob10b/b,0.5,0,9519,0.00698089599609375
/10/prob10b/b,0.5,1,9165,0.00698089599609375
/10/prob10b/b,0.5,2,9165,0.00698089599609375
/10/prob10b/b,0.25,0,10069,0.0069811344146728516
/10/prob10b/b,0.25,1,9048,0.0069811344146728516
/10/prob10b/b,0.25,2,9048,0.0069811344146728516
/10/prob10b/b,0.75,0,10289,0.00997304916381836
/10/prob10b/b,0.75,1,9328,0.00997304916381836
/10/prob10b/b,0.75,2,8965,0.00997304916381836
/10/prob10b/b,0.75,3,8913,0.00997304916381836
/10/prob10b/b,0.75,4,8913,0.00997304916381836
/10/prob10b/b,0,0,9748,0.006982564926147461
/10/prob10b/b,0,1,9748,0.006982564926147461
/10/prob10b/c,0.1,0,9856,0.005984783172607422
/10/prob10b/c,0.1,1,9856,0.005984783172607422
/10/prob10b/c,0.5,0,10262,0.0069811344146728516
/10/prob10b/c,0.5,1,9550,0.0069811344146728516
/10/prob10b/c,0.5,2,9550,0.0069811344146728516
/10/prob10b/c,0.25,0,9672,0.007017612457275391
/10/prob10b/c,0.25,1,9260,0.007017612457275391
/10/prob10b/c,0.25,2,9260,0.007017612457275391
/10/prob10b/c,0.75,0,10610,0.009515047073364258
/10/prob10b/c,0.75,1,9794,0.009515047073364258
/10/prob10b/c,0.75,2,9695,0.009515047073364258
/10/prob10b/c,0.75,3,9689,0.009515047073364258
/10/prob10b/c,0.75,4,9689,0.009515047073364258
/10/prob10b/c,0,0,9748,0.006983041763305664
/10/prob10b/c,0,1,9748,0.006983041763305664
/10/prob10b/d,0.1,0,9291,0.006981849670410156
/10/prob10b/d,0.1,1,8910,0.006981849670410156
/10/prob10b/d,0.1,2,8910,0.006981849670410156
/10/prob10b/d,0.5,0,10558,0.0069811344146728516
/10/prob10b/d,0.5,1,10308,0.0069811344146728516
/10/prob10b/d,0.5,2,10308,0.0069811344146728516
/10/prob10b/d,0.25,0,10721,0.005904197692871094
/10/prob10b/d,0.25,1,10721,0.005904197692871094
/10/prob10b/d,0.75,0,10781,0.00826406478881836
/10/prob10b/d,0.75,1,10288,0.00826406478881836
/10/prob10b/d,0.75,2,10288,0.00826406478881836
/10/prob10b/d,0,0,9748,0.0069806575775146484
/10/prob10b/d,0,1,9748,0.0069806575775146484
/10/prob10b/e,0.1,0,9940,0.0069811344146728516
/10/prob10b/e,0.1,1,9534,0.0069811344146728516
/10/prob10b/e,0.1,2,9534,0.0069811344146728516
/10/prob10b/e,0.5,0,10540,0.007978439331054688
/10/prob10b/e,0.5,1,10046,0.007978439331054688
/10/prob10b/e,0.5,2,10046,0.007978439331054688
/10/prob10b/e,0.25,0,10033,0.006981372833251953
/10/prob10b/e,0.25,1,9550,0.006981372833251953
/10/prob10b/e,0.25,2,9550,0.006981372833251953
/10/prob10b/e,0.75,0,10915,0.006982088088989258
/10/prob10b/e,0.75,1,9960,0.006982088088989258
/10/prob10b/e,0.75,2,9897,0.006982088088989258
/10/prob10b/e,0.75,3,9897,0.006982088088989258
/10/prob10b/e,0,0,9748,0.0069806575775146484
/10/prob10b/e,0,1,9748,0.0069806575775146484
/10/prob10c/a,0.1,0,12674,0.007978200912475586
/10/prob10c/a,0.1,1,12674,0.007978200912475586
/10/prob10c/a,0.5,0,12780,0.006313800811767578
/10/prob10c/a,0.5,1,11777,0.006313800811767578
/10/prob10c/a,0.5,2,11777,0.006313800811767578
/10/prob10c/a,0.25,0,11992,0.006490945816040039
/10/prob10c/a,0.25,1,11992,0.006490945816040039
/10/prob10c/a,0.75,0,12860,0.006981611251831055
/10/prob10c/a,0.75,1,11804,0.006981611251831055
/10/prob10c/a,0.75,2,11573,0.006981611251831055
/10/prob10c/a,0.75,3,11461,0.006981611251831055
/10/prob10c/a,0.75,4,11461,0.006981611251831055
/10/prob10c/a,0,0,12473,0.006981372833251953
/10/prob10c/a,0,1,12473,0.006981372833251953
/10/prob10c/b,0.1,0,12377,0.007009983062744141
/10/prob10c/b,0.1,1,12377,0.007009983062744141
/10/prob10c/b,0.5,0,11887,0.0069811344146728516
/10/prob10c/b,0.5,1,11025,0.0069811344146728516
/10/prob10c/b,0.5,2,11025,0.0069811344146728516
/10/prob10c/b,0.25,0,12233,0.006981372833251953
/10/prob10c/b,0.25,1,10839,0.006981372833251953
/10/prob10c/b,0.25,2,10839,0.006981372833251953
/10/prob10c/b,0.75,0,12880,0.009972810745239258
/10/prob10c/b,0.75,1,10182,0.009972810745239258
/10/prob10c/b,0.75,2,10050,0.009972810745239258
/10/prob10c/b,0.75,3,9810,0.009972810745239258
/10/prob10c/b,0.75,4,9721,0.009972810745239258
/10/prob10c/b,0.75,5,9721,0.009972810745239258
/10/prob10c/b,0,0,12473,0.00755620002746582
/10/prob10c/b,0,1,12473,0.00755620002746582
/10/prob10c/c,0.1,0,12583,0.007010698318481445
/10/prob10c/c,0.1,1,12583,0.007010698318481445
/10/prob10c/c,0.5,0,11975,0.0069811344146728516
/10/prob10c/c,0.5,1,10564,0.0069811344146728516
/10/prob10c/c,0.5,2,10564,0.0069811344146728516
/10/prob10c/c,0.25,0,12330,0.007977485656738281
/10/prob10c/c,0.25,1,11653,0.007977485656738281
/10/prob10c/c,0.25,2,11653,0.007977485656738281
/10/prob10c/c,0.75,0,12338,0.008977651596069336
/10/prob10c/c,0.75,1,10724,0.008977651596069336
/10/prob10c/c,0.75,2,10639,0.008977651596069336
/10/prob10c/c,0.75,3,10515,0.008977651596069336
/10/prob10c/c,0.75,4,10515,0.008977651596069336
/10/prob10c/c,0,0,12473,0.00797414779663086
/10/prob10c/c,0,1,12473,0.00797414779663086
/10/prob10c/d,0.1,0,12630,0.007979869842529297
/10/prob10c/d,0.1,1,12106,0.007979869842529297
/10/prob10c/d,0.1,2,12106,0.007979869842529297
/10/prob10c/d,0.5,0,12307,0.007977724075317383
/10/prob10c/d,0.5,1,11213,0.007977724075317383
/10/prob10c/d,0.5,2,11213,0.007977724075317383
/10/prob10c/d,0.25,0,11862,0.007164955139160156
/10/prob10c/d,0.25,1,11862,0.007164955139160156
/10/prob10c/d,0.75,0,11962,0.007979869842529297
