Instancia,%Inc,Heuristica,Numero iteracion,Costo de iteracion
/20/prob20e/d,0,swap,0,19352
/20/prob20e/d,0,swap,1,18188
/20/prob20e/d,0,swap,2,17042
/20/prob20e/d,0,swap,3,16043
/20/prob20e/d,0,swap,4,15206
/20/prob20e/d,0,swap,5,14441
/20/prob20e/d,0,swap,6,13866
/20/prob20e/d,0,swap,7,13377
/20/prob20e/d,0,swap,8,12998
/20/prob20e/d,0,swap,9,12629
/20/prob20e/d,0,swap,10,12143
/20/prob20e/d,0,swap,11,11339
/20/prob20e/d,0,swap,12,11086
/20/prob20e/d,0,swap,13,10709
/20/prob20e/d,0,swap,14,10519
/20/prob20e/d,0,swap,15,10085
/20/prob20e/d,0,swap,16,9791
/20/prob20e/d,0,swap,17,9424
/20/prob20e/d,0,swap,18,9153
/20/prob20e/d,0,swap,19,8968
/20/prob20e/d,0,swap,20,8764
/20/prob20e/d,0,swap,21,8478
/20/prob20e/d,0,swap,22,8185
/20/prob20e/d,0,swap,23,8006
/20/prob20e/d,0,swap,24,7866
/20/prob20e/d,0,3-opt,0,7866
/20/prob20e/d,0,3-opt,1,7866
/20/prob20e/d,0,swap,0,7866
/20/prob20e/d,0,swap,1,7741
/20/prob20e/d,0,swap,2,7629
/20/prob20e/d,0,swap,3,7514
/20/prob20e/d,0,swap,4,7426
/20/prob20e/d,0,swap,5,7390
/20/prob20e/d,0,swap,6,7382
/20/prob20e/d,0,swap,7,7379
/20/prob20e/d,0,swap,8,7379
/20/prob20e/d,0,3-opt,0,7379
/20/prob20e/d,0,3-opt,1,7379
/20/prob20e/d,0,swap,0,7379
/20/prob20e/d,0,swap,1,7379
/20/prob20e/d,0,3-opt,0,7379
/20/prob20e/d,0,3-opt,1,7379
/20/prob20e/d,0,swap,0,7379
/20/prob20e/d,0,swap,1,7379
/20/prob20e/d,0,3-opt,0,7379
/20/prob20e/d,0,3-opt,1,7379
/20/prob20e/e,0.1,swap,0,19352
/20/prob20e/e,0.1,swap,1,18188
/20/prob20e/e,0.1,swap,2,17042
/20/prob20e/e,0.1,swap,3,16043
/20/prob20e/e,0.1,swap,4,15206
/20/prob20e/e,0.1,swap,5,14487
/20/prob20e/e,0.1,swap,6,13912
/20/prob20e/e,0.1,swap,7,13452
/20/prob20e/e,0.1,swap,8,13074
/20/prob20e/e,0.1,swap,9,12707
/20/prob20e/e,0.1,swap,10,12221
/20/prob20e/e,0.1,swap,11,11417
/20/prob20e/e,0.1,swap,12,11172
/20/prob20e/e,0.1,swap,13,10952
/20/prob20e/e,0.1,swap,14,10801
/20/prob20e/e,0.1,swap,15,10654
/20/prob20e/e,0.1,swap,16,10400
/20/prob20e/e,0.1,swap,17,10191
/20/prob20e/e,0.1,swap,18,10094
/20/prob20e/e,0.1,swap,19,9966
/20/prob20e/e,0.1,swap,20,9683
/20/prob20e/e,0.1,swap,21,9599
/20/prob20e/e,0.1,swap,22,9522
/20/prob20e/e,0.1,swap,23,9464
/20/prob20e/e,0.1,swap,24,9418
/20/prob20e/e,0.1,3-opt,0,9418
/20/prob20e/e,0.1,3-opt,1,9418
/20/prob20e/e,0.1,swap,0,9418
/20/prob20e/e,0.1,swap,1,9360
/20/prob20e/e,0.1,swap,2,8770
/20/prob20e/e,0.1,swap,3,8673
/20/prob20e/e,0.1,swap,4,8479
/20/prob20e/e,0.1,swap,5,8307
/20/prob20e/e,0.1,swap,6,8307
/20/prob20e/e,0.1,3-opt,0,8307
/20/prob20e/e,0.1,3-opt,1,8307
/20/prob20e/e,0.1,swap,0,8307
/20/prob20e/e,0.1,swap,1,8307
/20/prob20e/e,0.1,3-opt,0,8307
/20/prob20e/e,0.1,3-opt,1,8307
/20/prob20e/e,0.1,swap,0,8307
/20/prob20e/e,0.1,swap,1,8307
/20/prob20e/e,0.1,3-opt,0,8307
/20/prob20e/e,0.1,3-opt,1,8307
/20/prob20e/e,0.5,swap,0,19352
/20/prob20e/e,0.5,swap,1,18188
/20/prob20e/e,0.5,swap,2,17507
/20/prob20e/e,0.5,swap,3,17201
/20/prob20e/e,0.5,swap,4,17016
/20/prob20e/e,0.5,swap,5,16845
/20/prob20e/e,0.5,swap,6,16717
/20/prob20e/e,0.5,swap,7,16657
/20/prob20e/e,0.5,swap,8,16657
/20/prob20e/e,0.5,3-opt,0,16657
/20/prob20e/e,0.5,3-opt,1,15384
/20/prob20e/e,0.5,3-opt,2,14816
/20/prob20e/e,0.5,3-opt,3,14329
/20/prob20e/e,0.5,3-opt,4,14163
/20/prob20e/e,0.5,3-opt,5,14163
/20/prob20e/e,0.5,swap,0,14163
/20/prob20e/e,0.5,swap,1,13767
/20/prob20e/e,0.5,swap,2,13435
/20/prob20e/e,0.5,swap,3,13314
/20/prob20e/e,0.5,swap,4,13275
/20/prob20e/e,0.5,swap,5,13235
/20/prob20e/e,0.5,swap,6,13219
/20/prob20e/e,0.5,swap,7,13211
/20/prob20e/e,0.5,swap,8,13211
/20/prob20e/e,0.5,3-opt,0,13211
/20/prob20e/e,0.5,3-opt,1,13151
/20/prob20e/e,0.5,3-opt,2,13089
/20/prob20e/e,0.5,3-opt,3,13051
/20/prob20e/e,0.5,3-opt,4,13019
/20/prob20e/e,0.5,3-opt,5,13019
/20/prob20e/e,0.5,swap,0,13019
/20/prob20e/e,0.5,swap,1,12688
/20/prob20e/e,0.5,swap,2,12684
/20/prob20e/e,0.5,swap,3,12547
/20/prob20e/e,0.5,swap,4,12547
/20/prob20e/e,0.5,3-opt,0,12547
/20/prob20e/e,0.5,3-opt,1,12547
/20/prob20e/e,0.5,swap,0,12547
/20/prob20e/e,0.5,swap,1,12547
/20/prob20e/e,0.5,3-opt,0,12547
/20/prob20e/e,0.5,3-opt,1,12547
/20/prob20e/e,0.5,swap,0,12547
/20/prob20e/e,0.5,swap,1,12547
/20/prob20e/e,0.5,3-opt,0,12547
/20/prob20e/e,0.5,3-opt,1,12547
/20/prob20e/e,0.25,swap,0,19352
/20/prob20e/e,0.25,swap,1,18206
/20/prob20e/e,0.25,swap,2,17533
/20/prob20e/e,0.25,swap,3,16861
/20/prob20e/e,0.25,swap,4,16302
/20/prob20e/e,0.25,swap,5,16088
/20/prob20e/e,0.25,swap,6,16070
/20/prob20e/e,0.25,swap,7,16070
/20/prob20e/e,0.25,3-opt,0,16070
/20/prob20e/e,0.25,3-opt,1,14419
/20/prob20e/e,0.25,3-opt,2,14419
/20/prob20e/e,0.25,swap,0,14419
/20/prob20e/e,0.25,swap,1,14412
/20/prob20e/e,0.25,swap,2,14412
/20/prob20e/e,0.25,3-opt,0,14412
/20/prob20e/e,0.25,3-opt,1,14412
/20/prob20e/e,0.25,swap,0,14412
/20/prob20e/e,0.25,swap,1,14412
/20/prob20e/e,0.25,3-opt,0,14412
/20/prob20e/e,0.25,3-opt,1,14412
/20/prob20e/e,0.25,swap,0,14412
/20/prob20e/e,0.25,swap,1,14412
/20/prob20e/e,0.25,3-opt,0,14412
/20/prob20e/e,0.25,3-opt,1,14412
/20/prob20e/e,0.75,swap,0,19352
/20/prob20e/e,0.75,swap,1,18892
/20/prob20e/e,0.75,swap,2,18707
/20/prob20e/e,0.75,swap,3,18707
/20/prob20e/e,0.75,3-opt,0,18707
/20/prob20e/e,0.75,3-opt,1,16482
/20/prob20e/e,0.75,3-opt,2,15222
/20/prob20e/e,0.75,3-opt,3,14686
/20/prob20e/e,0.75,3-opt,4,14221
/20/prob20e/e,0.75,3-opt,5,13920
/20/prob20e/e,0.75,swap,0,13920
/20/prob20e/e,0.75,swap,1,13766
/20/prob20e/e,0.75,swap,2,13667
/20/prob20e/e,0.75,swap,3,13616
/20/prob20e/e,0.75,swap,4,13604
/20/prob20e/e,0.75,swap,5,13604
/20/prob20e/e,0.75,3-opt,0,13604
/20/prob20e/e,0.75,3-opt,1,13514
/20/prob20e/e,0.75,3-opt,2,13514
/20/prob20e/e,0.75,swap,0,13514
/20/prob20e/e,0.75,swap,1,13514
/20/prob20e/e,0.75,3-opt,0,13514
/20/prob20e/e,0.75,3-opt,1,13514
/20/prob20e/e,0.75,swap,0,13514
/20/prob20e/e,0.75,swap,1,13514
/20/prob20e/e,0.75,3-opt,0,13514
/20/prob20e/e,0.75,3-opt,1,13514
/20/prob20e/e,0,swap,0,19352
/20/prob20e/e,0,swap,1,18188
/20/prob20e/e,0,swap,2,17042
/20/prob20e/e,0,swap,3,16043
/20/prob20e/e,0,swap,4,15206
/20/prob20e/e,0,swap,5,14441
/20/prob20e/e,0,swap,6,13866
/20/prob20e/e,0,swap,7,13377
/20/prob20e/e,0,swap,8,12998
/20/prob20e/e,0,swap,9,12629
/20/prob20e/e,0,swap,10,12143
/20/prob20e/e,0,swap,11,11339
/20/prob20e/e,0,swap,12,11086
/20/prob20e/e,0,swap,13,10709
/20/prob20e/e,0,swap,14,10519
/20/prob20e/e,0,swap,15,10085
/20/prob20e/e,0,swap,16,9791
/20/prob20e/e,0,swap,17,9424
/20/prob20e/e,0,swap,18,9153
/20/prob20e/e,0,swap,19,8968
/20/prob20e/e,0,swap,20,8764
/20/prob20e/e,0,swap,21,8478
/20/prob20e/e,0,swap,22,8185
/20/prob20e/e,0,swap,23,8006
/20/prob20e/e,0,swap,24,7866
/20/prob20e/e,0,3-opt,0,7866
/20/prob20e/e,0,3-opt,1,7866
/20/prob20e/e,0,swap,0,7866
/20/prob20e/e,0,swap,1,7741
/20/prob20e/e,0,swap,2,7629
/20/prob20e/e,0,swap,3,7514
/20/prob20e/e,0,swap,4,7426
/20/prob20e/e,0,swap,5,7390
/20/prob20e/e,0,swap,6,7382
/20/prob20e/e,0,swap,7,7379
/20/prob20e/e,0,swap,8,7379
/20/prob20e/e,0,3-opt,0,7379
/20/prob20e/e,0,3-opt,1,7379
/20/prob20e/e,0,swap,0,7379
/20/prob20e/e,0,swap,1,7379
/20/prob20e/e,0,3-opt,0,7379
/20/prob20e/e,0,3-opt,1,7379
/20/prob20e/e,0,swap,0,7379
/20/prob20e/e,0,swap,1,7379
/20/prob20e/e,0,3-opt,0,7379
/20/prob20e/e,0,3-opt,1,7379
/25/prob25a/a,0.1,swap,0,26924
/25/prob25a/a,0.1,swap,1,25408
/25/prob25a/a,0.1,swap,2,23910
/25/prob25a/a,0.1,swap,3,22840
/25/prob25a/a,0.1,swap,4,21662
/25/prob25a/a,0.1,swap,5,20684
/25/prob25a/a,0.1,swap,6,19851
/25/prob25a/a,0.1,swap,7,19143
/25/prob25a/a,0.1,swap,8,18528
/25/prob25a/a,0.1,swap,9,18034
/25/prob25a/a,0.1,swap,10,17562
/25/prob25a/a,0.1,swap,11,17282
/25/prob25a/a,0.1,swap,12,17066
/25/prob25a/a,0.1,swap,13,16866
/25/prob25a/a,0.1,swap,14,16202
/25/prob25a/a,0.1,swap,15,16018
/25/prob25a/a,0.1,swap,16,15855
/25/prob25a/a,0.1,swap,17,15718
/25/prob25a/a,0.1,swap,18,15634
/25/prob25a/a,0.1,swap,19,15556
/25/prob25a/a,0.1,swap,20,15361
/25/prob25a/a,0.1,swap,21,15257
/25/prob25a/a,0.1,swap,22,15188
/25/prob25a/a,0.1,swap,23,14990
/25/prob25a/a,0.1,swap,24,14793
/25/prob25a/a,0.1,swap,25,14738
/25/prob25a/a,0.1,swap,26,14701
/25/prob25a/a,0.1,swap,27,14665
/25/prob25a/a,0.1,swap,28,14642
/25/prob25a/a,0.1,swap,29,14631
/25/prob25a/a,0.1,swap,30,14625
/25/prob25a/a,0.1,swap,31,14624
/25/prob25a/a,0.1,swap,32,14588
/25/prob25a/a,0.1,3-opt,0,14588
/25/prob25a/a,0.1,3-opt,1,14588
/25/prob25a/a,0.1,swap,0,14588
/25/prob25a/a,0.1,swap,1,14439
/25/prob25a/a,0.1,swap,2,14340
/25/prob25a/a,0.1,swap,3,14301
/25/prob25a/a,0.1,swap,4,14279
/25/prob25a/a,0.1,swap,5,14279
/25/prob25a/a,0.1,3-opt,0,14279
/25/prob25a/a,0.1,3-opt,1,14279
/25/prob25a/a,0.1,swap,0,14279
/25/prob25a/a,0.1,swap,1,14279
/25/prob25a/a,0.1,3-opt,0,14279
/25/prob25a/a,0.1,3-opt,1,14279
/25/prob25a/a,0.1,swap,0,14279
/25/prob25a/a,0.1,swap,1,14279
/25/prob25a/a,0.1,3-opt,0,14279
/25/prob25a/a,0.1,3-opt,1,14279
/25/prob25a/a,0.5,swap,0,26924
/25/prob25a/a,0.5,swap,1,25946
/25/prob25a/a,0.5,swap,2,25049
/25/prob25a/a,0.5,swap,3,24170
/25/prob25a/a,0.5,swap,4,23469
/25/prob25a/a,0.5,swap,5,22958
/25/prob25a/a,0.5,swap,6,22475
/25/prob25a/a,0.5,swap,7,22171
/25/prob25a/a,0.5,swap,8,21897
/25/prob25a/a,0.5,swap,9,21504
/25/prob25a/a,0.5,swap,10,21288
/25/prob25a/a,0.5,swap,11,21107
/25/prob25a/a,0.5,swap,12,20937
/25/prob25a/a,0.5,swap,13,20769
/25/prob25a/a,0.5,swap,14,20703
/25/prob25a/a,0.5,swap,15,20674
/25/prob25a/a,0.5,swap,16,20674
/25/prob25a/a,0.5,3-opt,0,20674
/25/prob25a/a,0.5,3-opt,1,19974
/25/prob25a/a,0.5,3-opt,2,19609
/25/prob25a/a,0.5,3-opt,3,19357
/25/prob25a/a,0.5,3-opt,4,19357
/25/prob25a/a,0.5,swap,0,19357
/25/prob25a/a,0.5,swap,1,19183
/25/prob25a/a,0.5,swap,2,18626
/25/prob25a/a,0.5,swap,3,18626
/25/prob25a/a,0.5,3-opt,0,18626
/25/prob25a/a,0.5,3-opt,1,18626
/25/prob25a/a,0.5,swap,0,18626
/25/prob25a/a,0.5,swap,1,18626
/25/prob25a/a,0.5,3-opt,0,18626
/25/prob25a/a,0.5,3-opt,1,18626
/25/prob25a/a,0.5,swap,0,18626
/25/prob25a/a,0.5,swap,1,18626
/25/prob25a/a,0.5,3-opt,0,18626
/25/prob25a/a,0.5,3-opt,1,18626
/25/prob25a/a,0.25,swap,0,26924
/25/prob25a/a,0.25,swap,1,25408
/25/prob25a/a,0.25,swap,2,23910
/25/prob25a/a,0.25,swap,3,23031
/25/prob25a/a,0.25,swap,4,22198
/25/prob25a/a,0.25,swap,5,21490
/25/prob25a/a,0.25,swap,6,20789
/25/prob25a/a,0.25,swap,7,20194
/25/prob25a/a,0.25,swap,8,19700
/25/prob25a/a,0.25,swap,9,19232
/25/prob25a/a,0.25,swap,10,18812
/25/prob25a/a,0.25,swap,11,18420
/25/prob25a/a,0.25,swap,12,18043
/25/prob25a/a,0.25,swap,13,17738
/25/prob25a/a,0.25,swap,14,17571
/25/prob25a/a,0.25,swap,15,17426
/25/prob25a/a,0.25,swap,16,17336
/25/prob25a/a,0.25,swap,17,17314
/25/prob25a/a,0.25,swap,18,17297
/25/prob25a/a,0.25,swap,19,17095
/25/prob25a/a,0.25,swap,20,16909
/25/prob25a/a,0.25,swap,21,16814
/25/prob25a/a,0.25,swap,22,16770
/25/prob25a/a,0.25,swap,23,16708
/25/prob25a/a,0.25,swap,24,16245
/25/prob25a/a,0.25,swap,25,16210
/25/prob25a/a,0.25,swap,26,15548
/25/prob25a/a,0.25,swap,27,15536
/25/prob25a/a,0.25,swap,28,15489
/25/prob25a/a,0.25,swap,29,15485
/25/prob25a/a,0.25,swap,30,15482
/25/prob25a/a,0.25,swap,31,15482
/25/prob25a/a,0.25,3-opt,0,15482
/25/prob25a/a,0.25,3-opt,1,15482
/25/prob25a/a,0.25,swap,0,15482
/25/prob25a/a,0.25,swap,1,15482
/25/prob25a/a,0.25,3-opt,0,15482
/25/prob25a/a,0.25,3-opt,1,15482
/25/prob25a/a,0.25,swap,0,15482
/25/prob25a/a,0.25,swap,1,15482
/25/prob25a/a,0.25,3-opt,0,15482
/25/prob25a/a,0.25,3-opt,1,15482
/25/prob25a/a,0.75,swap,0,26924
/25/prob25a/a,0.75,swap,1,26517
/25/prob25a/a,0.75,swap,2,25821
/25/prob25a/a,0.75,swap,3,25647
/25/prob25a/a,0.75,swap,4,25554
/25/prob25a/a,0.75,swap,5,25488
/25/prob25a/a,0.75,swap,6,25488
/25/prob25a/a,0.75,3-opt,0,25488
/25/prob25a/a,0.75,3-opt,1,23254
/25/prob25a/a,0.75,3-opt,2,21853
/25/prob25a/a,0.75,3-opt,3,20800
/25/prob25a/a,0.75,3-opt,4,20176
/25/prob25a/a,0.75,3-opt,5,19818
/25/prob25a/a,0.75,3-opt,6,19513
/25/prob25a/a,0.75,swap,0,19513
/25/prob25a/a,0.75,swap,1,19214
/25/prob25a/a,0.75,swap,2,19000
/25/prob25a/a,0.75,swap,3,18922
/25/prob25a/a,0.75,swap,4,18922
/25/prob25a/a,0.75,3-opt,0,18922
/25/prob25a/a,0.75,3-opt,1,18922
/25/prob25a/a,0.75,swap,0,18922
/25/prob25a/a,0.75,swap,1,18922
/25/prob25a/a,0.75,3-opt,0,18922
/25/prob25a/a,0.75,3-opt,1,18922
/25/prob25a/a,0.75,swap,0,18922
/25/prob25a/a,0.75,swap,1,18922
/25/prob25a/a,0.75,3-opt,0,18922
/25/prob25a/a,0.75,3-opt,1,18922
/25/prob25a/a,0,swap,0,26924
/25/prob25a/a,0,swap,1,25408
/25/prob25a/a,0,swap,2,23910
/25/prob25a/a,0,swap,3,22748
/25/prob25a/a,0,swap,4,21678
/25/prob25a/a,0,swap,5,20500
/25/prob25a/a,0,swap,6,19462
/25/prob25a/a,0,swap,7,18484
/25/prob25a/a,0,swap,8,17651
/25/prob25a/a,0,swap,9,17121
/25/prob25a/a,0,swap,10,16420
/25/prob25a/a,0,swap,11,15926
/25/prob25a/a,0,swap,12,15464
/25/prob25a/a,0,swap,13,15011
/25/prob25a/a,0,swap,14,14698
/25/prob25a/a,0,swap,15,14459
/25/prob25a/a,0,swap,16,14241
/25/prob25a/a,0,swap,17,14041
/25/prob25a/a,0,swap,18,13898
/25/prob25a/a,0,swap,19,13567
/25/prob25a/a,0,swap,20,13425
/25/prob25a/a,0,swap,21,13296
/25/prob25a/a,0,swap,22,13174
/25/prob25a/a,0,swap,23,13054
/25/prob25a/a,0,swap,24,12838
/25/prob25a/a,0,swap,25,12723
/25/prob25a/a,0,swap,26,12626
/25/prob25a/a,0,swap,27,12533
/25/prob25a/a,0,swap,28,12451
/25/prob25a/a,0,swap,29,12006
/25/prob25a/a,0,swap,30,11876
/25/prob25a/a,0,swap,31,11338
/25/prob25a/a,0,swap,32,11285
/25/prob25a/a,0,3-opt,0,11285
/25/prob25a/a,0,3-opt,1,11285
/25/prob25a/a,0,swap,0,11285
/25/prob25a/a,0,swap,1,11213
/25/prob25a/a,0,swap,2,11154
/25/prob25a/a,0,swap,3,11116
/25/prob25a/a,0,swap,4,11089
/25/prob25a/a,0,swap,5,11065
/25/prob25a/a,0,swap,6,11042
/25/prob25a/a,0,swap,7,10925
/25/prob25a/a,0,swap,8,10907
/25/prob25a/a,0,swap,9,10892
/25/prob25a/a,0,swap,10,10883
/25/prob25a/a,0,swap,11,10876
/25/prob25a/a,0,swap,12,10869
/25/prob25a/a,0,swap,13,10854
/25/prob25a/a,0,swap,14,10840
/25/prob25a/a,0,swap,15,10832
/25/prob25a/a,0,swap,16,10825
/25/prob25a/a,0,swap,17,10790
/25/prob25a/a,0,swap,18,10516
/25/prob25a/a,0,swap,19,10441
/25/prob25a/a,0,swap,20,10365
/25/prob25a/a,0,swap,21,10300
/25/prob25a/a,0,swap,22,9914
/25/prob25a/a,0,swap,23,9808
/25/prob25a/a,0,swap,24,9750
/25/prob25a/a,0,swap,25,9712
/25/prob25a/a,0,swap,26,9687
/25/prob25a/a,0,swap,27,9673
/25/prob25a/a,0,swap,28,9669
/25/prob25a/a,0,swap,29,9665
/25/prob25a/a,0,swap,30,9662
/25/prob25a/a,0,swap,31,9662
/25/prob25a/a,0,3-opt,0,9662
/25/prob25a/a,0,3-opt,1,9662
/25/prob25a/a,0,swap,0,9662
/25/prob25a/a,0,swap,1,9662
/25/prob25a/a,0,3-opt,0,9662
/25/prob25a/a,0,3-opt,1,9662
/25/prob25a/a,0,swap,0,9662
/25/prob25a/a,0,swap,1,9662
/25/prob25a/a,0,3-opt,0,9662
/25/prob25a/a,0,3-opt,1,9662
/25/prob25a/b,0.1,swap,0,26924
/25/prob25a/b,0.1,swap,1,25408
/25/prob25a/b,0.1,swap,2,23910
/25/prob25a/b,0.1,swap,3,22748
/25/prob25a/b,0.1,swap,4,21678
/25/prob25a/b,0.1,swap,5,20500
/25/prob25a/b,0.1,swap,6,19471
/25/prob25a/b,0.1,swap,7,18493
/25/prob25a/b,0.1,swap,8,17660
/25/prob25a/b,0.1,swap,9,17188
/25/prob25a/b,0.1,swap,10,16735
/25/prob25a/b,0.1,swap,11,16435
/25/prob25a/b,0.1,swap,12,15936
/25/prob25a/b,0.1,swap,13,15752
/25/prob25a/b,0.1,swap,14,15609
/25/prob25a/b,0.1,swap,15,15479
/25/prob25a/b,0.1,swap,16,15382
/25/prob25a/b,0.1,swap,17,15292
/25/prob25a/b,0.1,swap,18,15205
/25/prob25a/b,0.1,swap,19,15129
/25/prob25a/b,0.1,swap,20,14948
/25/prob25a/b,0.1,swap,21,14897
/25/prob25a/b,0.1,swap,22,14853
/25/prob25a/b,0.1,swap,23,14689
/25/prob25a/b,0.1,swap,24,14486
/25/prob25a/b,0.1,swap,25,14392
/25/prob25a/b,0.1,swap,26,14372
/25/prob25a/b,0.1,swap,27,14358
/25/prob25a/b,0.1,swap,28,14351
/25/prob25a/b,0.1,swap,29,14320
/25/prob25a/b,0.1,swap,30,14314
/25/prob25a/b,0.1,swap,31,14314
/25/prob25a/b,0.1,3-opt,0,14314
/25/prob25a/b,0.1,3-opt,1,14314
/25/prob25a/b,0.1,swap,0,14314
/25/prob25a/b,0.1,swap,1,14314
/25/prob25a/b,0.1,3-opt,0,14314
/25/prob25a/b,0.1,3-opt,1,14314
/25/prob25a/b,0.1,swap,0,14314
/25/prob25a/b,0.1,swap,1,14314
/25/prob25a/b,0.1,3-opt,0,14314
/25/prob25a/b,0.1,3-opt,1,14314
/25/prob25a/b,0.5,swap,0,26924
/25/prob25a/b,0.5,swap,1,25895
/25/prob25a/b,0.5,swap,2,25194
/25/prob25a/b,0.5,swap,3,24700
/25/prob25a/b,0.5,swap,4,24217
/25/prob25a/b,0.5,swap,5,23761
/25/prob25a/b,0.5,swap,6,23457
/25/prob25a/b,0.5,swap,7,23281
/25/prob25a/b,0.5,swap,8,23054
/25/prob25a/b,0.5,swap,9,22887
/25/prob25a/b,0.5,swap,10,22735
/25/prob25a/b,0.5,swap,11,22587
/25/prob25a/b,0.5,swap,12,22400
/25/prob25a/b,0.5,swap,13,22310
/25/prob25a/b,0.5,swap,14,22235
/25/prob25a/b,0.5,swap,15,22231
/25/prob25a/b,0.5,swap,16,22231
/25/prob25a/b,0.5,3-opt,0,22231
/25/prob25a/b,0.5,3-opt,1,20322
/25/prob25a/b,0.5,3-opt,2,19717
/25/prob25a/b,0.5,3-opt,3,19368
/25/prob25a/b,0.5,3-opt,4,19061
/25/prob25a/b,0.5,3-opt,5,18941
/25/prob25a/b,0.5,3-opt,6,18941
/25/prob25a/b,0.5,swap,0,18941
/25/prob25a/b,0.5,swap,1,18827
/25/prob25a/b,0.5,swap,2,18727
/25/prob25a/b,0.5,swap,3,18641
/25/prob25a/b,0.5,swap,4,18529
/25/prob25a/b,0.5,swap,5,18349
/25/prob25a/b,0.5,swap,6,18079
/25/prob25a/b,0.5,swap,7,17918
/25/prob25a/b,0.5,swap,8,17918
/25/prob25a/b,0.5,3-opt,0,17918
/25/prob25a/b,0.5,3-opt,1,17918
/25/prob25a/b,0.5,swap,0,17918
/25/prob25a/b,0.5,swap,1,17918
/25/prob25a/b,0.5,3-opt,0,17918
/25/prob25a/b,0.5,3-opt,1,17918
/25/prob25a/b,0.5,swap,0,17918
/25/prob25a/b,0.5,swap,1,17918
/25/prob25a/b,0.5,3-opt,0,17918
/25/prob25a/b,0.5,3-opt,1,17918
/25/prob25a/b,0.25,swap,0,26924
/25/prob25a/b,0.25,swap,1,25408
/25/prob25a/b,0.25,swap,2,23910
/25/prob25a/b,0.25,swap,3,22748
/25/prob25a/b,0.25,swap,4,21678
/25/prob25a/b,0.25,swap,5,20500
/25/prob25a/b,0.25,swap,6,19522
/25/prob25a/b,0.25,swap,7,18689
/25/prob25a/b,0.25,swap,8,18166
/25/prob25a/b,0.25,swap,9,17649
/25/prob25a/b,0.25,swap,10,17154
/25/prob25a/b,0.25,swap,11,16660
/25/prob25a/b,0.25,swap,12,16188
/25/prob25a/b,0.25,swap,13,15722
/25/prob25a/b,0.25,swap,14,15439
/25/prob25a/b,0.25,swap,15,14940
/25/prob25a/b,0.25,swap,16,14735
/25/prob25a/b,0.25,swap,17,14590
/25/prob25a/b,0.25,swap,18,14453
/25/prob25a/b,0.25,swap,19,14351
/25/prob25a/b,0.25,swap,20,14275
/25/prob25a/b,0.25,swap,21,14094
/25/prob25a/b,0.25,swap,22,14050
/25/prob25a/b,0.25,swap,23,14024
/25/prob25a/b,0.25,swap,24,14008
/25/prob25a/b,0.25,swap,25,13996
/25/prob25a/b,0.25,swap,26,13989
/25/prob25a/b,0.25,swap,27,13958
/25/prob25a/b,0.25,swap,28,13958
/25/prob25a/b,0.25,3-opt,0,13958
/25/prob25a/b,0.25,3-opt,1,13958
/25/prob25a/b,0.25,swap,0,13958
/25/prob25a/b,0.25,swap,1,13958
/25/prob25a/b,0.25,3-opt,0,13958
/25/prob25a/b,0.25,3-opt,1,13958
/25/prob25a/b,0.25,swap,0,13958
/25/prob25a/b,0.25,swap,1,13958
/25/prob25a/b,0.25,3-opt,0,13958
/25/prob25a/b,0.25,3-opt,1,13958
/25/prob25a/b,0.75,swap,0,26924
/25/prob25a/b,0.75,swap,1,26311
/25/prob25a/b,0.75,swap,2,25817
/25/prob25a/b,0.75,swap,3,25425
/25/prob25a/b,0.75,swap,4,25210
/25/prob25a/b,0.75,swap,5,25194
/25/prob25a/b,0.75,swap,6,25194
/25/prob25a/b,0.75,3-opt,0,25194
/25/prob25a/b,0.75,3-opt,1,23011
/25/prob25a/b,0.75,3-opt,2,21620
/25/prob25a/b,0.75,3-opt,3,20672
/25/prob25a/b,0.75,3-opt,4,20147
/25/prob25a/b,0.75,3-opt,5,19870
/25/prob25a/b,0.75,3-opt,6,19753
/25/prob25a/b,0.75,swap,0,19753
/25/prob25a/b,0.75,swap,1,19341
/25/prob25a/b,0.75,swap,2,19158
/25/prob25a/b,0.75,swap,3,19122
/25/prob25a/b,0.75,swap,4,19091
/25/prob25a/b,0.75,swap,5,19091
/25/prob25a/b,0.75,3-opt,0,19091
/25/prob25a/b,0.75,3-opt,1,19091
/25/prob25a/b,0.75,swap,0,19091
/25/prob25a/b,0.75,swap,1,19091
/25/prob25a/b,0.75,3-opt,0,19091
/25/prob25a/b,0.75,3-opt,1,19091
/25/prob25a/b,0.75,swap,0,19091
/25/prob25a/b,0.75,swap,1,19091
/25/prob25a/b,0.75,3-opt,0,19091
/25/prob25a/b,0.75,3-opt,1,19091
/25/prob25a/b,0,swap,0,26924
/25/prob25a/b,0,swap,1,25408
/25/prob25a/b,0,swap,2,23910
/25/prob25a/b,0,swap,3,22748
/25/prob25a/b,0,swap,4,21678
/25/prob25a/b,0,swap,5,20500
/25/prob25a/b,0,swap,6,19462
/25/prob25a/b,0,swap,7,18484
/25/prob25a/b,0,swap,8,17651
/25/prob25a/b,0,swap,9,17121
/25/prob25a/b,0,swap,10,16420
/25/prob25a/b,0,swap,11,15926
/25/prob25a/b,0,swap,12,15464
/25/prob25a/b,0,swap,13,15011
/25/prob25a/b,0,swap,14,14698
/25/prob25a/b,0,swap,15,14459
/25/prob25a/b,0,swap,16,14241
