Instancia,%Inc,Heuristica,Numero iteracion,Costo de iteracion
/5/prob5a/a,0.1,swap,0,6572
/5/prob5a/a,0.1,3-opt,0,6572
/5/prob5a/a,0.1,3-opt,1,5025
/5/prob5a/a,0.1,swap,0,5025
/5/prob5a/a,0.1,3-opt,0,5025
/5/prob5a/a,0.1,3-opt,1,4800
/5/prob5a/a,0.1,swap,0,4800
/5/prob5a/a,0.1,3-opt,0,4800
/5/prob5a/a,0.1,3-opt,1,4800
/5/prob5a/a,0.1,swap,0,4800
/5/prob5a/a,0.1,3-opt,0,4800
/5/prob5a/a,0.1,3-opt,1,4800
/5/prob5a/a,0.5,swap,0,6572
/5/prob5a/a,0.5,3-opt,0,6572
/5/prob5a/a,0.5,3-opt,1,5025
/5/prob5a/a,0.5,swap,0,5025
/5/prob5a/a,0.5,3-opt,0,5025
/5/prob5a/a,0.5,3-opt,1,4800
/5/prob5a/a,0.5,swap,0,4800
/5/prob5a/a,0.5,3-opt,0,4800
/5/prob5a/a,0.5,3-opt,1,4800
/5/prob5a/a,0.5,swap,0,4800
/5/prob5a/a,0.5,3-opt,0,4800
/5/prob5a/a,0.5,3-opt,1,4800
/5/prob5a/a,0.25,swap,0,6572
/5/prob5a/a,0.25,3-opt,0,6572
/5/prob5a/a,0.25,3-opt,1,5025
/5/prob5a/a,0.25,swap,0,5025
/5/prob5a/a,0.25,3-opt,0,5025
/5/prob5a/a,0.25,3-opt,1,4800
/5/prob5a/a,0.25,swap,0,4800
/5/prob5a/a,0.25,3-opt,0,4800
/5/prob5a/a,0.25,3-opt,1,4800
/5/prob5a/a,0.25,swap,0,4800
/5/prob5a/a,0.25,3-opt,0,4800
/5/prob5a/a,0.25,3-opt,1,4800
/5/prob5a/a,0.75,swap,0,6572
/5/prob5a/a,0.75,3-opt,0,6572
/5/prob5a/a,0.75,3-opt,1,5025
/5/prob5a/a,0.75,swap,0,5025
/5/prob5a/a,0.75,3-opt,0,5025
/5/prob5a/a,0.75,3-opt,1,4800
/5/prob5a/a,0.75,swap,0,4800
/5/prob5a/a,0.75,3-opt,0,4800
/5/prob5a/a,0.75,3-opt,1,4800
/5/prob5a/a,0.75,swap,0,4800
/5/prob5a/a,0.75,3-opt,0,4800
/5/prob5a/a,0.75,3-opt,1,4800
/5/prob5a/a,0,swap,0,6572
/5/prob5a/a,0,3-opt,0,6572
/5/prob5a/a,0,3-opt,1,5025
/5/prob5a/a,0,swap,0,5025
/5/prob5a/a,0,3-opt,0,5025
/5/prob5a/a,0,3-opt,1,4800
/5/prob5a/a,0,swap,0,4800
/5/prob5a/a,0,3-opt,0,4800
/5/prob5a/a,0,3-opt,1,4800
/5/prob5a/a,0,swap,0,4800
/5/prob5a/a,0,3-opt,0,4800
/5/prob5a/a,0,3-opt,1,4800
/5/prob5a/b,0.1,swap,0,6572
/5/prob5a/b,0.1,3-opt,0,6572
/5/prob5a/b,0.1,3-opt,1,5025
/5/prob5a/b,0.1,swap,0,5025
/5/prob5a/b,0.1,3-opt,0,5025
/5/prob5a/b,0.1,3-opt,1,4800
/5/prob5a/b,0.1,swap,0,4800
/5/prob5a/b,0.1,3-opt,0,4800
/5/prob5a/b,0.1,3-opt,1,4800
/5/prob5a/b,0.1,swap,0,4800
/5/prob5a/b,0.1,3-opt,0,4800
/5/prob5a/b,0.1,3-opt,1,4800
/5/prob5a/b,0.5,swap,0,6572
/5/prob5a/b,0.5,3-opt,0,6572
/5/prob5a/b,0.5,3-opt,1,5025
/5/prob5a/b,0.5,swap,0,5025
/5/prob5a/b,0.5,3-opt,0,5025
/5/prob5a/b,0.5,3-opt,1,4800
/5/prob5a/b,0.5,swap,0,4800
/5/prob5a/b,0.5,3-opt,0,4800
/5/prob5a/b,0.5,3-opt,1,4800
/5/prob5a/b,0.5,swap,0,4800
/5/prob5a/b,0.5,3-opt,0,4800
/5/prob5a/b,0.5,3-opt,1,4800
/5/prob5a/b,0.25,swap,0,6572
/5/prob5a/b,0.25,3-opt,0,6572
/5/prob5a/b,0.25,3-opt,1,5025
/5/prob5a/b,0.25,swap,0,5025
/5/prob5a/b,0.25,3-opt,0,5025
/5/prob5a/b,0.25,3-opt,1,4800
/5/prob5a/b,0.25,swap,0,4800
/5/prob5a/b,0.25,3-opt,0,4800
/5/prob5a/b,0.25,3-opt,1,4800
/5/prob5a/b,0.25,swap,0,4800
/5/prob5a/b,0.25,3-opt,0,4800
/5/prob5a/b,0.25,3-opt,1,4800
/5/prob5a/b,0.75,swap,0,6572
/5/prob5a/b,0.75,3-opt,0,6572
/5/prob5a/b,0.75,3-opt,1,5025
/5/prob5a/b,0.75,swap,0,5025
/5/prob5a/b,0.75,3-opt,0,5025
/5/prob5a/b,0.75,3-opt,1,4800
/5/prob5a/b,0.75,swap,0,4800
/5/prob5a/b,0.75,3-opt,0,4800
/5/prob5a/b,0.75,3-opt,1,4800
/5/prob5a/b,0.75,swap,0,4800
/5/prob5a/b,0.75,3-opt,0,4800
/5/prob5a/b,0.75,3-opt,1,4800
/5/prob5a/b,0,swap,0,6572
/5/prob5a/b,0,3-opt,0,6572
/5/prob5a/b,0,3-opt,1,5025
/5/prob5a/b,0,swap,0,5025
/5/prob5a/b,0,3-opt,0,5025
/5/prob5a/b,0,3-opt,1,4800
/5/prob5a/b,0,swap,0,4800
/5/prob5a/b,0,3-opt,0,4800
/5/prob5a/b,0,3-opt,1,4800
/5/prob5a/b,0,swap,0,4800
/5/prob5a/b,0,3-opt,0,4800
/5/prob5a/b,0,3-opt,1,4800
/5/prob5a/c,0.1,swap,0,6572
/5/prob5a/c,0.1,3-opt,0,6572
/5/prob5a/c,0.1,3-opt,1,5025
/5/prob5a/c,0.1,swap,0,5025
/5/prob5a/c,0.1,3-opt,0,5025
/5/prob5a/c,0.1,3-opt,1,4800
/5/prob5a/c,0.1,swap,0,4800
/5/prob5a/c,0.1,3-opt,0,4800
/5/prob5a/c,0.1,3-opt,1,4800
/5/prob5a/c,0.1,swap,0,4800
/5/prob5a/c,0.1,3-opt,0,4800
/5/prob5a/c,0.1,3-opt,1,4800
/5/prob5a/c,0.5,swap,0,6572
/5/prob5a/c,0.5,3-opt,0,6572
/5/prob5a/c,0.5,3-opt,1,5025
/5/prob5a/c,0.5,swap,0,5025
/5/prob5a/c,0.5,3-opt,0,5025
/5/prob5a/c,0.5,3-opt,1,4800
/5/prob5a/c,0.5,swap,0,4800
/5/prob5a/c,0.5,3-opt,0,4800
/5/prob5a/c,0.5,3-opt,1,4800
/5/prob5a/c,0.5,swap,0,4800
/5/prob5a/c,0.5,3-opt,0,4800
/5/prob5a/c,0.5,3-opt,1,4800
/5/prob5a/c,0.25,swap,0,6572
/5/prob5a/c,0.25,3-opt,0,6572
/5/prob5a/c,0.25,3-opt,1,5025
/5/prob5a/c,0.25,swap,0,5025
/5/prob5a/c,0.25,3-opt,0,5025
/5/prob5a/c,0.25,3-opt,1,4800
/5/prob5a/c,0.25,swap,0,4800
/5/prob5a/c,0.25,3-opt,0,4800
/5/prob5a/c,0.25,3-opt,1,4800
/5/prob5a/c,0.25,swap,0,4800
/5/prob5a/c,0.25,3-opt,0,4800
/5/prob5a/c,0.25,3-opt,1,4800
/5/prob5a/c,0.75,swap,0,6572
/5/prob5a/c,0.75,3-opt,0,6572
/5/prob5a/c,0.75,3-opt,1,5025
/5/prob5a/c,0.75,swap,0,5025
/5/prob5a/c,0.75,3-opt,0,5025
/5/prob5a/c,0.75,3-opt,1,4800
/5/prob5a/c,0.75,swap,0,4800
/5/prob5a/c,0.75,3-opt,0,4800
/5/prob5a/c,0.75,3-opt,1,4800
/5/prob5a/c,0.75,swap,0,4800
/5/prob5a/c,0.75,3-opt,0,4800
/5/prob5a/c,0.75,3-opt,1,4800
/5/prob5a/c,0,swap,0,6572
/5/prob5a/c,0,3-opt,0,6572
/5/prob5a/c,0,3-opt,1,5025
/5/prob5a/c,0,swap,0,5025
/5/prob5a/c,0,3-opt,0,5025
/5/prob5a/c,0,3-opt,1,4800
/5/prob5a/c,0,swap,0,4800
/5/prob5a/c,0,3-opt,0,4800
/5/prob5a/c,0,3-opt,1,4800
/5/prob5a/c,0,swap,0,4800
/5/prob5a/c,0,3-opt,0,4800
/5/prob5a/c,0,3-opt,1,4800
/5/prob5a/d,0.1,swap,0,6572
/5/prob5a/d,0.1,3-opt,0,6572
/5/prob5a/d,0.1,3-opt,1,5025
/5/prob5a/d,0.1,swap,0,5025
/5/prob5a/d,0.1,3-opt,0,5025
/5/prob5a/d,0.1,3-opt,1,4800
/5/prob5a/d,0.1,swap,0,4800
/5/prob5a/d,0.1,3-opt,0,4800
/5/prob5a/d,0.1,3-opt,1,4800
/5/prob5a/d,0.1,swap,0,4800
/5/prob5a/d,0.1,3-opt,0,4800
/5/prob5a/d,0.1,3-opt,1,4800
/5/prob5a/d,0.5,swap,0,6572
/5/prob5a/d,0.5,3-opt,0,6572
/5/prob5a/d,0.5,3-opt,1,5025
/5/prob5a/d,0.5,swap,0,5025
/5/prob5a/d,0.5,3-opt,0,5025
/5/prob5a/d,0.5,3-opt,1,4800
/5/prob5a/d,0.5,swap,0,4800
/5/prob5a/d,0.5,3-opt,0,4800
/5/prob5a/d,0.5,3-opt,1,4800
/5/prob5a/d,0.5,swap,0,4800
/5/prob5a/d,0.5,3-opt,0,4800
/5/prob5a/d,0.5,3-opt,1,4800
/5/prob5a/d,0.25,swap,0,6572
/5/prob5a/d,0.25,3-opt,0,6572
/5/prob5a/d,0.25,3-opt,1,5025
/5/prob5a/d,0.25,swap,0,5025
/5/prob5a/d,0.25,3-opt,0,5025
/5/prob5a/d,0.25,3-opt,1,4800
/5/prob5a/d,0.25,swap,0,4800
/5/prob5a/d,0.25,3-opt,0,4800
/5/prob5a/d,0.25,3-opt,1,4800
/5/prob5a/d,0.25,swap,0,4800
/5/prob5a/d,0.25,3-opt,0,4800
/5/prob5a/d,0.25,3-opt,1,4800
/5/prob5a/d,0.75,swap,0,6572
/5/prob5a/d,0.75,3-opt,0,6572
/5/prob5a/d,0.75,3-opt,1,5025
/5/prob5a/d,0.75,swap,0,5025
/5/prob5a/d,0.75,3-opt,0,5025
/5/prob5a/d,0.75,3-opt,1,4800
/5/prob5a/d,0.75,swap,0,4800
/5/prob5a/d,0.75,3-opt,0,4800
/5/prob5a/d,0.75,3-opt,1,4800
/5/prob5a/d,0.75,swap,0,4800
/5/prob5a/d,0.75,3-opt,0,4800
/5/prob5a/d,0.75,3-opt,1,4800
/5/prob5a/d,0,swap,0,6572
/5/prob5a/d,0,3-opt,0,6572
/5/prob5a/d,0,3-opt,1,5025
/5/prob5a/d,0,swap,0,5025
/5/prob5a/d,0,3-opt,0,5025
/5/prob5a/d,0,3-opt,1,4800
/5/prob5a/d,0,swap,0,4800
/5/prob5a/d,0,3-opt,0,4800
/5/prob5a/d,0,3-opt,1,4800
/5/prob5a/d,0,swap,0,4800
/5/prob5a/d,0,3-opt,0,4800
/5/prob5a/d,0,3-opt,1,4800
/5/prob5a/e,0.1,swap,0,6572
/5/prob5a/e,0.1,3-opt,0,6572
/5/prob5a/e,0.1,3-opt,1,5025
/5/prob5a/e,0.1,swap,0,5025
/5/prob5a/e,0.1,3-opt,0,5025
/5/prob5a/e,0.1,3-opt,1,4800
/5/prob5a/e,0.1,swap,0,4800
/5/prob5a/e,0.1,3-opt,0,4800
/5/prob5a/e,0.1,3-opt,1,4800
/5/prob5a/e,0.1,swap,0,4800
/5/prob5a/e,0.1,3-opt,0,4800
/5/prob5a/e,0.1,3-opt,1,4800
/5/prob5a/e,0.5,swap,0,6572
/5/prob5a/e,0.5,3-opt,0,6572
/5/prob5a/e,0.5,3-opt,1,5025
/5/prob5a/e,0.5,swap,0,5025
/5/prob5a/e,0.5,3-opt,0,5025
/5/prob5a/e,0.5,3-opt,1,4800
/5/prob5a/e,0.5,swap,0,4800
/5/prob5a/e,0.5,3-opt,0,4800
/5/prob5a/e,0.5,3-opt,1,4800
/5/prob5a/e,0.5,swap,0,4800
/5/prob5a/e,0.5,3-opt,0,4800
/5/prob5a/e,0.5,3-opt,1,4800
/5/prob5a/e,0.25,swap,0,6572
/5/prob5a/e,0.25,3-opt,0,6572
/5/prob5a/e,0.25,3-opt,1,5025
/5/prob5a/e,0.25,swap,0,5025
/5/prob5a/e,0.25,3-opt,0,5025
/5/prob5a/e,0.25,3-opt,1,4800
/5/prob5a/e,0.25,swap,0,4800
/5/prob5a/e,0.25,3-opt,0,4800
/5/prob5a/e,0.25,3-opt,1,4800
/5/prob5a/e,0.25,swap,0,4800
/5/prob5a/e,0.25,3-opt,0,4800
/5/prob5a/e,0.25,3-opt,1,4800
/5/prob5a/e,0.75,swap,0,6572
/5/prob5a/e,0.75,3-opt,0,6572
/5/prob5a/e,0.75,3-opt,1,5025
/5/prob5a/e,0.75,swap,0,5025
/5/prob5a/e,0.75,3-opt,0,5025
/5/prob5a/e,0.75,3-opt,1,4800
/5/prob5a/e,0.75,swap,0,4800
/5/prob5a/e,0.75,3-opt,0,4800
/5/prob5a/e,0.75,3-opt,1,4800
/5/prob5a/e,0.75,swap,0,4800
/5/prob5a/e,0.75,3-opt,0,4800
/5/prob5a/e,0.75,3-opt,1,4800
/5/prob5a/e,0,swap,0,6572
/5/prob5a/e,0,3-opt,0,6572
/5/prob5a/e,0,3-opt,1,5025
/5/prob5a/e,0,swap,0,5025
/5/prob5a/e,0,3-opt,0,5025
/5/prob5a/e,0,3-opt,1,4800
/5/prob5a/e,0,swap,0,4800
/5/prob5a/e,0,3-opt,0,4800
/5/prob5a/e,0,3-opt,1,4800
/5/prob5a/e,0,swap,0,4800
/5/prob5a/e,0,3-opt,0,4800
/5/prob5a/e,0,3-opt,1,4800
/5/prob5b/a,0.1,swap,0,5352
/5/prob5b/a,0.1,3-opt,0,5352
/5/prob5b/a,0.1,3-opt,1,4086
/5/prob5b/a,0.1,swap,0,4086
/5/prob5b/a,0.1,3-opt,0,4086
/5/prob5b/a,0.1,3-opt,1,3930
/5/prob5b/a,0.1,swap,0,3930
/5/prob5b/a,0.1,3-opt,0,3930
/5/prob5b/a,0.1,3-opt,1,3930
/5/prob5b/a,0.1,swap,0,3930
/5/prob5b/a,0.1,3-opt,0,3930
/5/prob5b/a,0.1,3-opt,1,3930
/5/prob5b/a,0.5,swap,0,5352
/5/prob5b/a,0.5,3-opt,0,5352
/5/prob5b/a,0.5,3-opt,1,4086
/5/prob5b/a,0.5,swap,0,4086
/5/prob5b/a,0.5,3-opt,0,4086
/5/prob5b/a,0.5,3-opt,1,3930
/5/prob5b/a,0.5,swap,0,3930
/5/prob5b/a,0.5,3-opt,0,3930
/5/prob5b/a,0.5,3-opt,1,3930
/5/prob5b/a,0.5,swap,0,3930
/5/prob5b/a,0.5,3-opt,0,3930
/5/prob5b/a,0.5,3-opt,1,3930
/5/prob5b/a,0.25,swap,0,5352
/5/prob5b/a,0.25,3-opt,0,5352
/5/prob5b/a,0.25,3-opt,1,4086
/5/prob5b/a,0.25,swap,0,4086
/5/prob5b/a,0.25,3-opt,0,4086
/5/prob5b/a,0.25,3-opt,1,3930
/5/prob5b/a,0.25,swap,0,3930
/5/prob5b/a,0.25,3-opt,0,3930
/5/prob5b/a,0.25,3-opt,1,3930
/5/prob5b/a,0.25,swap,0,3930
/5/prob5b/a,0.25,3-opt,0,3930
/5/prob5b/a,0.25,3-opt,1,3930
/5/prob5b/a,0.75,swap,0,5352
/5/prob5b/a,0.75,3-opt,0,5352
/5/prob5b/a,0.75,3-opt,1,4086
/5/prob5b/a,0.75,swap,0,4086
/5/prob5b/a,0.75,3-opt,0,4086
/5/prob5b/a,0.75,3-opt,1,3930
/5/prob5b/a,0.75,swap,0,3930
/5/prob5b/a,0.75,3-opt,0,3930
/5/prob5b/a,0.75,3-opt,1,3930
/5/prob5b/a,0.75,swap,0,3930
/5/prob5b/a,0.75,3-opt,0,3930
/5/prob5b/a,0.75,3-opt,1,3930
/5/prob5b/a,0,swap,0,5352
/5/prob5b/a,0,3-opt,0,5352
/5/prob5b/a,0,3-opt,1,4086
/5/prob5b/a,0,swap,0,4086
/5/prob5b/a,0,3-opt,0,4086
/5/prob5b/a,0,3-opt,1,3930
/5/prob5b/a,0,swap,0,3930
/5/prob5b/a,0,3-opt,0,3930
/5/prob5b/a,0,3-opt,1,3930
/5/prob5b/a,0,swap,0,3930
/5/prob5b/a,0,3-opt,0,3930
/5/prob5b/a,0,3-opt,1,3930
/5/prob5b/b,0.1,swap,0,5352
/5/prob5b/b,0.1,3-opt,0,5352
/5/prob5b/b,0.1,3-opt,1,4086
/5/prob5b/b,0.1,swap,0,4086
/5/prob5b/b,0.1,3-opt,0,4086
/5/prob5b/b,0.1,3-opt,1,3930
/5/prob5b/b,0.1,swap,0,3930
/5/prob5b/b,0.1,3-opt,0,3930
/5/prob5b/b,0.1,3-opt,1,3930
/5/prob5b/b,0.1,swap,0,3930
/5/prob5b/b,0.1,3-opt,0,3930
/5/prob5b/b,0.1,3-opt,1,3930
/5/prob5b/b,0.5,swap,0,5352
/5/prob5b/b,0.5,3-opt,0,5352
/5/prob5b/b,0.5,3-opt,1,4086
/5/prob5b/b,0.5,swap,0,4086
/5/prob5b/b,0.5,3-opt,0,4086
/5/prob5b/b,0.5,3-opt,1,3930
/5/prob5b/b,0.5,swap,0,3930
/5/prob5b/b,0.5,3-opt,0,3930
/5/prob5b/b,0.5,3-opt,1,3930
/5/prob5b/b,0.5,swap,0,3930
/5/prob5b/b,0.5,3-opt,0,3930
/5/prob5b/b,0.5,3-opt,1,3930
/5/prob5b/b,0.25,swap,0,5352
/5/prob5b/b,0.25,3-opt,0,5352
/5/prob5b/b,0.25,3-opt,1,4086
/5/prob5b/b,0.25,swap,0,4086
/5/prob5b/b,0.25,3-opt,0,4086
/5/prob5b/b,0.25,3-opt,1,3930
/5/prob5b/b,0.25,swap,0,3930
/5/prob5b/b,0.25,3-opt,0,3930
/5/prob5b/b,0.25,3-opt,1,3930
/5/prob5b/b,0.25,swap,0,3930
/5/prob5b/b,0.25,3-opt,0,3930
/5/prob5b/b,0.25,3-opt,1,3930
/5/prob5b/b,0.75,swap,0,5352
/5/prob5b/b,0.75,3-opt,0,5352
/5/prob5b/b,0.75,3-opt,1,4086
/5/prob5b/b,0.75,swap,0,4086
/5/prob5b/b,0.75,3-opt,0,4086
/5/prob5b/b,0.75,3-opt,1,3930
/5/prob5b/b,0.75,swap,0,3930
/5/prob5b/b,0.75,3-opt,0,3930
/5/prob5b/b,0.75,3-opt,1,3930
/5/prob5b/b,0.75,swap,0,3930
/5/prob5b/b,0.75,3-opt,0,3930
/5/prob5b/b,0.75,3-opt,1,3930
/5/prob5b/b,0,swap,0,5352
/5/prob5b/b,0,3-opt,0,5352
/5/prob5b/b,0,3-opt,1,4086
/5/prob5b/b,0,swap,0,4086
/5/prob5b/b,0,3-opt,0,4086
/5/prob5b/b,0,3-opt,1,3930
/5/prob5b/b,0,swap,0,3930
/5/prob5b/b,0,3-opt,0,3930
/5/prob5b/b,0,3-opt,1,3930
/5/prob5b/b,0,swap,0,3930
/5/prob5b/b,0,3-opt,0,3930
/5/prob5b/b,0,3-opt,1,3930
/5/prob5b/c,0.1,swap,0,5352
/5/prob5b/c,0.1,3-opt,0,5352
/5/prob5b/c,0.1,3-opt,1,4086
/5/prob5b/c,0.1,swap,0,4086
/5/prob5b/c,0.1,3-opt,0,4086
/5/prob5b/c,0.1,3-opt,1,3930
/5/prob5b/c,0.1,swap,0,3930
/5/prob5b/c,0.1,3-opt,0,3930
/5/prob5b/c,0.1,3-opt,1,3930
/5/prob5b/c,0.1,swap,0,3930
/5/prob5b/c,0.1,3-opt,0,3930
/5/prob5b/c,0.1,3-opt,1,3930
/5/prob5b/c,0.5,swap,0,5352
/5/prob5b/c,0.5,3-opt,0,5352
/5/prob5b/c,0.5,3-opt,1,4086
/5/prob5b/c,0.5,swap,0,4086
/5/prob5b/c,0.5,3-opt,0,4086
/5/prob5b/c,0.5,3-opt,1,3930
/5/prob5b/c,0.5,swap,0,3930
/5/prob5b/c,0.5,3-opt,0,3930
/5/prob5b/c,0.5,3-opt,1,3930
/5/prob5b/c,0.5,swap,0,3930
/5/prob5b/c,0.5,3-opt,0,3930
/5/prob5b/c,0.5,3-opt,1,3930
/5/prob5b/c,0.25,swap,0,5352
/5/prob5b/c,0.25,3-opt,0,5352
/5/prob5b/c,0.25,3-opt,1,4086
/5/prob5b/c,0.25,swap,0,4086
/5/prob5b/c,0.25,3-opt,0,4086
/5/prob5b/c,0.25,3-opt,1,3930
/5/prob5b/c,0.25,swap,0,3930
/5/prob5b/c,0.25,3-opt,0,3930
/5/prob5b/c,0.25,3-opt,1,3930
/5/prob5b/c,0.25,swap,0,3930
/5/prob5b/c,0.25,3-opt,0,3930
/5/prob5b/c,0.25,3-opt,1,3930
/5/prob5b/c,0.75,swap,0,5352
/5/prob5b/c,0.75,3-opt,0,5352
/5/prob5b/c,0.75,3-opt,1,4086
/5/prob5b/c,0.75,swap,0,4086
/5/prob5b/c,0.75,3-opt,0,4086
/5/prob5b/c,0.75,3-opt,1,3930
/5/prob5b/c,0.75,swap,0,3930
/5/prob5b/c,0.75,3-opt,0,3930
/5/prob5b/c,0.75,3-opt,1,3930
/5/prob5b/c,0.75,swap,0,3930
/5/prob5b/c,0.75,3-opt,0,3930
/5/prob5b/c,0.75,3-opt,1,3930
/5/prob5b/c,0,swap,0,5352
/5/prob5b/c,0,3-opt,0,5352
/5/prob5b/c,0,3-opt,1,4086
/5/prob5b/c,0,swap,0,4086
/5/prob5b/c,0,3-opt,0,4086
/5/prob5b/c,0,3-opt,1,3930
/5/prob5b/c,0,swap,0,3930
/5/prob5b/c,0,3-opt,0,3930
/5/prob5b/c,0,3-opt,1,3930
/5/prob5b/c,0,swap,0,3930
/5/prob5b/c,0,3-opt,0,3930
/5/prob5b/c,0,3-opt,1,3930
/5/prob5b/d,0.1,swap,0,5352
/5/prob5b/d,0.1,3-opt,0,5352
/5/prob5b/d,0.1,3-opt,1,4086
/5/prob5b/d,0.1,swap,0,4086
/5/prob5b/d,0.1,3-opt,0,4086
/5/prob5b/d,0.1,3-opt,1,3930
/5/prob5b/d,0.1,swap,0,3930
/5/prob5b/d,0.1,3-opt,0,3930
/5/prob5b/d,0.1,3-opt,1,3930
/5/prob5b/d,0.1,swap,0,3930
/5/prob5b/d,0.1,3-opt,0,3930
/5/prob5b/d,0.1,3-opt,1,3930
/5/prob5b/d,0.5,swap,0,5352
/5/prob5b/d,0.5,3-opt,0,5352
/5/prob5b/d,0.5,3-opt,1,4086
/5/prob5b/d,0.5,swap,0,4086
/5/prob5b/d,0.5,3-opt,0,4086
/5/prob5b/d,0.5,3-opt,1,3930
/5/prob5b/d,0.5,swap,0,3930
/5/prob5b/d,0.5,3-opt,0,3930
/5/prob5b/d,0.5,3-opt,1,3930
/5/prob5b/d,0.5,swap,0,3930
/5/prob5b/d,0.5,3-opt,0,3930
/5/prob5b/d,0.5,3-opt,1,3930
/5/prob5b/d,0.25,swap,0,5352
/5/prob5b/d,0.25,3-opt,0,5352
/5/prob5b/d,0.25,3-opt,1,4086
/5/prob5b/d,0.25,swap,0,4086
/5/prob5b/d,0.25,3-opt,0,4086
/5/prob5b/d,0.25,3-opt,1,3930
/5/prob5b/d,0.25,swap,0,3930
/5/prob5b/d,0.25,3-opt,0,3930
/5/prob5b/d,0.25,3-opt,1,3930
/5/prob5b/d,0.25,swap,0,3930
/5/prob5b/d,0.25,3-opt,0,3930
/5/prob5b/d,0.25,3-opt,1,3930
/5/prob5b/d,0.75,swap,0,5352
/5/prob5b/d,0.75,3-opt,0,5352
/5/prob5b/d,0.75,3-opt,1,4086
/5/prob5b/d,0.75,swap,0,4086
/5/prob5b/d,0.75,3-opt,0,4086
/5/prob5b/d,0.75,3-opt,1,3930
/5/prob5b/d,0.75,swap,0,3930
/5/prob5b/d,0.75,3-opt,0,3930
/5/prob5b/d,0.75,3-opt,1,3930
/5/prob5b/d,0.75,swap,0,3930
/5/prob5b/d,0.75,3-opt,0,3930
/5/prob5b/d,0.75,3-opt,1,3930
/5/prob5b/d,0,swap,0,5352
/5/prob5b/d,0,3-opt,0,5352
/5/prob5b/d,0,3-opt,1,4086
/5/prob5b/d,0,swap,0,4086
/5/prob5b/d,0,3-opt,0,4086
/5/prob5b/d,0,3-opt,1,3930
/5/prob5b/d,0,swap,0,3930
/5/prob5b/d,0,3-opt,0,3930
/5/prob5b/d,0,3-opt,1,3930
/5/prob5b/d,0,swap,0,3930
/5/prob5b/d,0,3-opt,0,3930
/5/prob5b/d,0,3-opt,1,3930
/5/prob5b/e,0.1,swap,0,5352
/5/prob5b/e,0.1,3-opt,0,5352
/5/prob5b/e,0.1,3-opt,1,4086
/5/prob5b/e,0.1,swap,0,4086
/5/prob5b/e,0.1,3-opt,0,4086
/5/prob5b/e,0.1,3-opt,1,3930
/5/prob5b/e,0.1,swap,0,3930
/5/prob5b/e,0.1,3-opt,0,3930
/5/prob5b/e,0.1,3-opt,1,3930
/5/prob5b/e,0.1,swap,0,3930
/5/prob5b/e,0.1,3-opt,0,3930
/5/prob5b/e,0.1,3-opt,1,3930
/5/prob5b/e,0.5,swap,0,5352
/5/prob5b/e,0.5,3-opt,0,5352
/5/prob5b/e,0.5,3-opt,1,4086
/5/prob5b/e,0.5,swap,0,4086
/5/prob5b/e,0.5,3-opt,0,4086
/5/prob5b/e,0.5,3-opt,1,3930
/5/prob5b/e,0.5,swap,0,3930
/5/prob5b/e,0.5,3-opt,0,3930
/5/prob5b/e,0.5,3-opt,1,3930
/5/prob5b/e,0.5,swap,0,3930
/5/prob5b/e,0.5,3-opt,0,3930
/5/prob5b/e,0.5,3-opt,1,3930
/5/prob5b/e,0.25,swap,0,5352
/5/prob5b/e,0.25,3-opt,0,5352
/5/prob5b/e,0.25,3-opt,1,4086
/5/prob5b/e,0.25,swap,0,4086
/5/prob5b/e,0.25,3-opt,0,4086
/5/prob5b/e,0.25,3-opt,1,3930
/5/prob5b/e,0.25,swap,0,3930
/5/prob5b/e,0.25,3-opt,0,3930
/5/prob5b/e,0.25,3-opt,1,3930
/5/prob5b/e,0.25,swap,0,3930
/5/prob5b/e,0.25,3-opt,0,3930
/5/prob5b/e,0.25,3-opt,1,3930
/5/prob5b/e,0.75,swap,0,5352
/5/prob5b/e,0.75,3-opt,0,5352
/5/prob5b/e,0.75,3-opt,1,4086
/5/prob5b/e,0.75,swap,0,4086
/5/prob5b/e,0.75,3-opt,0,4086
/5/prob5b/e,0.75,3-opt,1,3930
/5/prob5b/e,0.75,swap,0,3930
/5/prob5b/e,0.75,3-opt,0,3930
/5/prob5b/e,0.75,3-opt,1,3930
/5/prob5b/e,0.75,swap,0,3930
/5/prob5b/e,0.75,3-opt,0,3930
/5/prob5b/e,0.75,3-opt,1,3930
/5/prob5b/e,0,swap,0,5352
/5/prob5b/e,0,3-opt,0,5352
/5/prob5b/e,0,3-opt,1,4086
/5/prob5b/e,0,swap,0,4086
/5/prob5b/e,0,3-opt,0,4086
/5/prob5b/e,0,3-opt,1,3930
/5/prob5b/e,0,swap,0,3930
/5/prob5b/e,0,3-opt,0,3930
/5/prob5b/e,0,3-opt,1,3930
/5/prob5b/e,0,swap,0,3930
/5/prob5b/e,0,3-opt,0,3930
/5/prob5b/e,0,3-opt,1,3930
/5/prob5c/a,0.1,swap,0,6888
/5/prob5c/a,0.1,3-opt,0,6888
/5/prob5c/a,0.1,3-opt,1,6129
/5/prob5c/a,0.1,swap,0,6129
/5/prob5c/a,0.1,3-opt,0,6129
/5/prob5c/a,0.1,3-opt,1,6108
/5/prob5c/a,0.1,swap,0,6108
/5/prob5c/a,0.1,3-opt,0,6108
